Fighter Name,Fighter URL
Edward Faaloloto_,http://www.fightmetric.com/fighter-details/6224e8d0a34264eb
Evan Esguerra_,http://www.fightmetric.com/fighter-details/ed220e87bef0cc64
Corey Anderson_Overtime,http://www.fightmetric.com/fighter-details/5e4eec08896c9423
Kazuki Okubo_,http://www.fightmetric.com/fighter-details/33454ad90754cb49
Justine Kish_,http://www.fightmetric.com/fighter-details/928ae2e5b5f7a9ec
Steven Ciaccio_Stryker,http://www.fightmetric.com/fighter-details/eaebaa6801338ea1
Rich Bouphanouvong_,http://www.fightmetric.com/fighter-details/611b9c068c9e2c44
Pedro Otavio_Te Pedro,http://www.fightmetric.com/fighter-details/4512e46543b960ad
Moti Horenstein_,http://www.fightmetric.com/fighter-details/baf942f4bcb09894
Jeremy Umphries_,http://www.fightmetric.com/fighter-details/4793a2d90f5ab8ae
Michael Graves_,http://www.fightmetric.com/fighter-details/3f1d23b01c552a13
Yusup Saadulaev_Maestro,http://www.fightmetric.com/fighter-details/b1669a810fae4220
Eric Schwartz_,http://www.fightmetric.com/fighter-details/79cbdf233e5e0496
Bethe Correia_Pitbull,http://www.fightmetric.com/fighter-details/673ea7dcc786b1b3
Valentina Shevchenko_Bullet,http://www.fightmetric.com/fighter-details/132deb59abae64b1
Anthony Johnson_Rumble,http://www.fightmetric.com/fighter-details/365fee2da473b177
Jesse Finney_,http://www.fightmetric.com/fighter-details/0496cdac0bc9edd8
Ricco Rodriguez_Suave,http://www.fightmetric.com/fighter-details/50cc91ce2982785d
Rafael Feijao_Feijao,http://www.fightmetric.com/fighter-details/5c1ca0c72b599a3c
Keith Wisniewski_The Polish Connection,http://www.fightmetric.com/fighter-details/cd12227edd3f134b
Patrick Cummins_Durkin,http://www.fightmetric.com/fighter-details/e51e5cb722bd47a8
Gegard Mousasi_,http://www.fightmetric.com/fighter-details/232c582f29f8f65e
Jake Collier_The Prototype,http://www.fightmetric.com/fighter-details/92fa1401b7927da3
Michael McBride_,http://www.fightmetric.com/fighter-details/443f60bec7c3c3d5
Emily Peters Kagan_,http://www.fightmetric.com/fighter-details/c1ea9d56cd953586
Marcus Hicks_The Wrecking Ball,http://www.fightmetric.com/fighter-details/e69c5ce12f4e762b
Brett Johns_The Pikey,http://www.fightmetric.com/fighter-details/ec52462a1b41f714
Dominique Steele_Non-Stop Action-Packed,http://www.fightmetric.com/fighter-details/68c11c27d4d56572
Mizuto Hirota_Pugnus,http://www.fightmetric.com/fighter-details/35faad160d346839
Egan Inoue_,http://www.fightmetric.com/fighter-details/37a6c95201592fea
Kin Moy_Kong,http://www.fightmetric.com/fighter-details/ae922e7d9e852d7a
Michal Oleksiejczuk_Lord,http://www.fightmetric.com/fighter-details/0d65c432720accb9
Matt Veach_,http://www.fightmetric.com/fighter-details/5731cc327790b731
Danny Abbadi_The Assassin,http://www.fightmetric.com/fighter-details/15df64c02b6b0fde
Jorge Santiago_The Sandman,http://www.fightmetric.com/fighter-details/f8dc544e7077d014
Edwin Aguilar_Tigre,http://www.fightmetric.com/fighter-details/6cadc0a0ba7dc015
Xavier Foupa-Pokam_Professor X,http://www.fightmetric.com/fighter-details/ec33146e43e58933
Lucas Gamaza_,http://www.fightmetric.com/fighter-details/289a3b69b85da7cd
Rony Sefo_,http://www.fightmetric.com/fighter-details/d6b68eaf4b68b160
Max Griffin_Pain,http://www.fightmetric.com/fighter-details/b0d6a1d8ac3d563d
John Kuhner_,http://www.fightmetric.com/fighter-details/a272656ad662ac53
Cole Escovedo_Apache Kid,http://www.fightmetric.com/fighter-details/5df17b3620145578
David Gomez_,http://www.fightmetric.com/fighter-details/489413d3be819647
Tom Gallicchio_Da Tank,http://www.fightmetric.com/fighter-details/cc81c92fe2254935
Carl Toomey_,http://www.fightmetric.com/fighter-details/5ee87e0432205755
Nissen Osterneck_,http://www.fightmetric.com/fighter-details/d632d156c0549e07
Eric Magana_,http://www.fightmetric.com/fighter-details/8db1b36dde268ef6
Kiril Sidelnikov_,http://www.fightmetric.com/fighter-details/cf772fb504842dc3
Koji Kitao_,http://www.fightmetric.com/fighter-details/2a6f8136da1e52c0
Charon Spain_,http://www.fightmetric.com/fighter-details/c278e8843b8abfec
Lukasz Les_,http://www.fightmetric.com/fighter-details/5a8e30ed38a5bc6f
Elvis Sinosic_The King of Rock n' Rumble,http://www.fightmetric.com/fighter-details/817e0bdf08efce2e
Wallid Ismail_,http://www.fightmetric.com/fighter-details/da6dfd09cca1d705
Russell Doane_,http://www.fightmetric.com/fighter-details/f50d95223751e6ca
Eric Steenberg_,http://www.fightmetric.com/fighter-details/377bc9dc0b2745f9
Nate Marquardt_The Great,http://www.fightmetric.com/fighter-details/a8e6a69796280f17
Soichi Nishida_,http://www.fightmetric.com/fighter-details/6810d8d2dd557cf9
Tatsuya Iwasaki_,http://www.fightmetric.com/fighter-details/243b07fc65ccbb16
Andrew Sanchez_El Dirte,http://www.fightmetric.com/fighter-details/fccf811c1e8b01c7
John Matua_,http://www.fightmetric.com/fighter-details/c933d423ebdbbbdb
Kevin Casey_King,http://www.fightmetric.com/fighter-details/8d9586726252dbf7
Reuben Duran_,http://www.fightmetric.com/fighter-details/4417980b3e798abf
Sean Holden_,http://www.fightmetric.com/fighter-details/acbb9c76f5894e36
Jeremiah Billington_,http://www.fightmetric.com/fighter-details/b3b6e80b7d5f8f0d
Jeremy Tavares_,http://www.fightmetric.com/fighter-details/681d07e328798ec0
Martin Kampmann_The Hitman,http://www.fightmetric.com/fighter-details/8b69839f3555a67b
Muhsin Corbbrey_,http://www.fightmetric.com/fighter-details/1f9344211ca7fd60
Chuck O'Neil_Cold Steel,http://www.fightmetric.com/fighter-details/56bc9ccb609df534
Tor Troeng_The Hammer,http://www.fightmetric.com/fighter-details/8abf70f79e9e27c2
Jonathan Meunier_The French Spider,http://www.fightmetric.com/fighter-details/5823ceab56741617
Jason Miller_Mayhem,http://www.fightmetric.com/fighter-details/b2f88c04c4dd43ce
Codale Ford_Crunch Time,http://www.fightmetric.com/fighter-details/5340123d826ceadb
Walel Watson_The Gazelle,http://www.fightmetric.com/fighter-details/92aafa8f4b26269b
Alavutdin Gadjiev_,http://www.fightmetric.com/fighter-details/a7a79b8efbceaaac
Jeremiah O'Neal_,http://www.fightmetric.com/fighter-details/338fda4ec7034c5d
David Barrios_,http://www.fightmetric.com/fighter-details/e6015889f50075d2
Megumi Fujii_Mega Megu,http://www.fightmetric.com/fighter-details/fb6c531726447ff3
Joe Benoit_,http://www.fightmetric.com/fighter-details/a30f6d375dea5f9b
Billy Evangelista_,http://www.fightmetric.com/fighter-details/9766ed20b68c7c33
Charles McTorry_,http://www.fightmetric.com/fighter-details/acd8a53f7c0ce85e
Mikey Burnett_The Eastside Assassin,http://www.fightmetric.com/fighter-details/4c805f5f58a75df0
Julio Paulino_The Dominican Demon,http://www.fightmetric.com/fighter-details/60c72f7459827881
Eric Shelton_Showtime,http://www.fightmetric.com/fighter-details/a0c64f272b65d441
Shunichi Shimizu_Rolling Star,http://www.fightmetric.com/fighter-details/10657c60ce349e0f
Chris Bostick_,http://www.fightmetric.com/fighter-details/239224bedeb2c7a4
Yuya Shirai_,http://www.fightmetric.com/fighter-details/a79bfbc01b2264d6
Maia Stevenson_,http://www.fightmetric.com/fighter-details/2fee10d5cf86bfca
Matt Secor_,http://www.fightmetric.com/fighter-details/d1ce40aca99a9b70
Mike Nickels_,http://www.fightmetric.com/fighter-details/330ec26453c44a59
Ralph Gracie_,http://www.fightmetric.com/fighter-details/a9c45a8b21eabadc
Clayton MacFarlane_,http://www.fightmetric.com/fighter-details/39831e62d12e7ad1
Dong Hyun Kim_Maestro,http://www.fightmetric.com/fighter-details/98a6b2361045898f
Andre Winner_,http://www.fightmetric.com/fighter-details/b45d6b73f4ca4467
Brandon Polcare_,http://www.fightmetric.com/fighter-details/543cd2258f4fa339
Sheldon Westcott_,http://www.fightmetric.com/fighter-details/ec2d13a87d3d9541
Josh Clopton_The Gentleman,http://www.fightmetric.com/fighter-details/48e96d9cea6d4ab0
Anthony Pettis_Showtime,http://www.fightmetric.com/fighter-details/cbb682f5fcc44bfc
Jessamyn Duke_The Gun,http://www.fightmetric.com/fighter-details/a7ddae0be8b78147
Junior Assuncao_,http://www.fightmetric.com/fighter-details/d0d7160824278840
Marcin Bandel_Bomba,http://www.fightmetric.com/fighter-details/5c2ce761399dc9c5
Achmed Labasanov_,http://www.fightmetric.com/fighter-details/b3fb8d2293e17a59
Thomas Denny_The Wildman,http://www.fightmetric.com/fighter-details/a11a6ee8eeb03c18
Yao Zhikui_The Conqueror,http://www.fightmetric.com/fighter-details/5ea918ea81b7dee2
Ronys Torres_,http://www.fightmetric.com/fighter-details/cce79e827569f26e
Scott Harper_,http://www.fightmetric.com/fighter-details/14a433bccba87016
Justin Martin_,http://www.fightmetric.com/fighter-details/3da19339ee7051d5
Luis Henrique_KLB,http://www.fightmetric.com/fighter-details/e5bda12faabfc850
Jorgen Kruth_The Last Viking,http://www.fightmetric.com/fighter-details/6071d786f6187810
LC Davis_,http://www.fightmetric.com/fighter-details/6dab8ce5e4bffe77
Matt Grice_The Real One,http://www.fightmetric.com/fighter-details/bfc2fc38a0e20211
Cameron Dollar_,http://www.fightmetric.com/fighter-details/3bbcd63a016d9715
Scott Lighty_,http://www.fightmetric.com/fighter-details/998c8890a8dde1eb
Matt Lucas_Luke Duke,http://www.fightmetric.com/fighter-details/668222c99c5c311d
Dave Berry_,http://www.fightmetric.com/fighter-details/b3bbe88fecd6a0d2
Fred Ettish_,http://www.fightmetric.com/fighter-details/8d5daf67983b65ba
Sean O'Haire_,http://www.fightmetric.com/fighter-details/46effbd1135423c5
Josh McDonald_,http://www.fightmetric.com/fighter-details/b507a76087e3ed9f
Roger Gracie_,http://www.fightmetric.com/fighter-details/a6bbd3df469c6bea
Ben Reiter_The Hunter,http://www.fightmetric.com/fighter-details/ee7b7768a4e6dc45
Brock Lesnar_,http://www.fightmetric.com/fighter-details/513c6f1715e547a8
Wesley Correira_Cabbage,http://www.fightmetric.com/fighter-details/4e9fb05d7e5e61b8
Jeremy Larsen_,http://www.fightmetric.com/fighter-details/c3bd649a9194e50c
Ricardo Lamas_The Bully,http://www.fightmetric.com/fighter-details/3974fa35c917af1d
Colby Covington_Chaos,http://www.fightmetric.com/fighter-details/dc9572dd6ec74859
Steve Lopez_,http://www.fightmetric.com/fighter-details/6085ceb59087514b
Michel Prazeres_Tractor,http://www.fightmetric.com/fighter-details/e51fcd9cd84c0b93
Sean Loeffler_The Destroyer,http://www.fightmetric.com/fighter-details/d3d1ff3f3dfa0931
Ansar Chalangov_,http://www.fightmetric.com/fighter-details/7342fcc41a4817fa
Dave Terrel_The Bionic,http://www.fightmetric.com/fighter-details/b9aa0024f295609e
Piotr Hallmann_Pletwal,http://www.fightmetric.com/fighter-details/a3be148af5c7b088
Ryan Stonitsch_,http://www.fightmetric.com/fighter-details/8d477c3fbe001f9d
Lionel Lanham_,http://www.fightmetric.com/fighter-details/b8980dd7e8fc5976
Scott Baker_,http://www.fightmetric.com/fighter-details/7d5b12de1625984e
Parker Porter_,http://www.fightmetric.com/fighter-details/ac40f7e3cbecdda4
James Wilks_Lightning,http://www.fightmetric.com/fighter-details/852454c572675334
Paul Rodriguez_,http://www.fightmetric.com/fighter-details/26eddcda9d6b2ffe
Robert Lucarelli_,http://www.fightmetric.com/fighter-details/96087e90d900f0ef
Dillon Smith_,http://www.fightmetric.com/fighter-details/ffee353f55e3aa2c
Delson Heleno_Pe De Chumbo,http://www.fightmetric.com/fighter-details/970beed85bc46b63
Carl Seumanutafa_,http://www.fightmetric.com/fighter-details/dadaeb402526dca5
Anthony Morrison_Cheesesteak,http://www.fightmetric.com/fighter-details/dab0e6cb8c932162
Brock Jardine_The Machine,http://www.fightmetric.com/fighter-details/64959f90b6dd9759
Marcus Bossett_The Grasshopper,http://www.fightmetric.com/fighter-details/e8fb8e53bc2e29d6
Osamu Tachihikari_,http://www.fightmetric.com/fighter-details/e7bc606d269896aa
Bill Duvall_,http://www.fightmetric.com/fighter-details/7df4d3c38792b083
Elaina Maxwell_Beef,http://www.fightmetric.com/fighter-details/a16ce18149021139
Kevin Gray_Pocket Herc,http://www.fightmetric.com/fighter-details/bb0d290026d7681d
Benito Lopez_Golden Boy,http://www.fightmetric.com/fighter-details/773f7feacf96153e
Gokhan Saki_The Rebel,http://www.fightmetric.com/fighter-details/4690d47bf725fd98
Sean Bassett_,http://www.fightmetric.com/fighter-details/2c733e059462c1dc
Jonathan Brookins_,http://www.fightmetric.com/fighter-details/b0a6124751a56bc4
Montana De La Rosa_,http://www.fightmetric.com/fighter-details/80d8aed0ca9b00f3
Jimi Manuwa_Poster Boy,http://www.fightmetric.com/fighter-details/1e1dbd1cc5a7469e
Luke Zachrich_,http://www.fightmetric.com/fighter-details/2284092f8b63273b
Tim Boetsch_The Barbarian,http://www.fightmetric.com/fighter-details/c80095f6092271a7
John Doyle_The Iron Bull,http://www.fightmetric.com/fighter-details/0509b954421bb327
Hiroshi Izumi_,http://www.fightmetric.com/fighter-details/53e4e21f4c688801
Miguel Cosio_,http://www.fightmetric.com/fighter-details/d150c6fbdb7687f4
Erick Wanderlei_,http://www.fightmetric.com/fighter-details/d57e6a8971b6d2bd
Lyoto Machida_The Dragon,http://www.fightmetric.com/fighter-details/f7a7f7118d4b01b6
Lacey Schuckman_,http://www.fightmetric.com/fighter-details/e44c679c30403cba
Han Ten Yun_,http://www.fightmetric.com/fighter-details/67ec58d7cf599835
Josh Grispi_The Fluke,http://www.fightmetric.com/fighter-details/60ba33c3f555a7a3
Darren Till_,http://www.fightmetric.com/fighter-details/9ce6d5a03af801b7
Leandro Issa_Brodinho,http://www.fightmetric.com/fighter-details/d1e1fdcea7c8a90a
Tokimitsu Ishizawa_Kendo Ka Shin,http://www.fightmetric.com/fighter-details/f3155a94ca420126
Ryan Hayes_,http://www.fightmetric.com/fighter-details/a620638435de0628
Joey Gomez_KO King,http://www.fightmetric.com/fighter-details/0778f94eb5d588a5
Jonavin Webb_The Spyder,http://www.fightmetric.com/fighter-details/f40ec51dd4de47c3
Justin Edwards_Fast Eddy,http://www.fightmetric.com/fighter-details/e56daf7725a0b5ab
Josh Jarvis_,http://www.fightmetric.com/fighter-details/32e8e0e8498f03c2
Raymond Daniels_,http://www.fightmetric.com/fighter-details/fccb0fee256b7b4d
Jason McLean_,http://www.fightmetric.com/fighter-details/8336d7a85ce45481
CJ Marsh_,http://www.fightmetric.com/fighter-details/4c91eb190d5e0dd9
Chael Sonnen_,http://www.fightmetric.com/fighter-details/48d1f690b763934c
Rafael Dias_,http://www.fightmetric.com/fighter-details/b5abaa65f87938eb
Cortez Coleman_Hollywood,http://www.fightmetric.com/fighter-details/ffb20ae0db47ebe6
Sheila Gaff_The German Tank,http://www.fightmetric.com/fighter-details/837d30395faca41e
David Heath_,http://www.fightmetric.com/fighter-details/4f95f74620a6b7a4
Azamat Gashimov_,http://www.fightmetric.com/fighter-details/a1b0715c4fd2dbd3
Devin Powell_,http://www.fightmetric.com/fighter-details/065eb44700e641a4
Jan Blachowicz_,http://www.fightmetric.com/fighter-details/99df7d0a2a08a8a8
Danny Henry_The Hatchet,http://www.fightmetric.com/fighter-details/f7d73e452b064bf2
Lorenz Larkin_The Monsoon,http://www.fightmetric.com/fighter-details/9450848a71d53776
Rafael Silva_Morcego,http://www.fightmetric.com/fighter-details/a31358d90d4bb40a
Mirko Cro Cop_Cro Cop,http://www.fightmetric.com/fighter-details/c32fb8c0f6471a4d
Scott Norton_Hollywood,http://www.fightmetric.com/fighter-details/f21a3d68fb9df387
Matt Horwich_Suave,http://www.fightmetric.com/fighter-details/049d698d773eb3e1
Mike Whitehead_,http://www.fightmetric.com/fighter-details/22d1e00e1aabb7c9
Lumumba Sayers_,http://www.fightmetric.com/fighter-details/402ea3b5ee233852
Guido Cannetti_Ninja,http://www.fightmetric.com/fighter-details/d05412b513b19621
Brandon Magana_,http://www.fightmetric.com/fighter-details/2015c944226ad2df
Shane Nelson_Sugar,http://www.fightmetric.com/fighter-details/2db7fa8db6bc9632
Donny Walker_Eagle Eye,http://www.fightmetric.com/fighter-details/e6147d5ab3685899
Iouri Kotchkine_,http://www.fightmetric.com/fighter-details/c6becb722706c7d8
Oleg Taktarov_The Russian Bear,http://www.fightmetric.com/fighter-details/1dc56b59cb28425d
Pedro Rizzo_The Rock,http://www.fightmetric.com/fighter-details/b44f39a5c6596953
Iliarde Santos_,http://www.fightmetric.com/fighter-details/14aa21bc82cac57d
Dan Charles_The Man,http://www.fightmetric.com/fighter-details/32a4f1235f0dad73
Brandon Sene_,http://www.fightmetric.com/fighter-details/3ed134d85dfbd7b4
Stevie Ray_Braveheart,http://www.fightmetric.com/fighter-details/31a13532e724ca2b
Paul Taylor_Relentless,http://www.fightmetric.com/fighter-details/9b74de674c355425
Rocky Lee_,http://www.fightmetric.com/fighter-details/0d1c163b206e8c5f
Jose Perez_,http://www.fightmetric.com/fighter-details/89578ae236ee04e9
Cody Donovan_Donnybrook,http://www.fightmetric.com/fighter-details/7bc96507e4b38d3b
Mario Miranda_,http://www.fightmetric.com/fighter-details/df2bf09c99594848
Scott Holtzman_Hot Sauce,http://www.fightmetric.com/fighter-details/df1eb4354d18a906
Rolando Delgado_Roli,http://www.fightmetric.com/fighter-details/37b1696e6d115957
James Te Huna_,http://www.fightmetric.com/fighter-details/f5431394fb284bb9
John Salgado_Greco,http://www.fightmetric.com/fighter-details/3e36811b7bc1f6ad
Eugenio Tadeu_,http://www.fightmetric.com/fighter-details/f70144caea5c4c80
Daisuke Nakamura_,http://www.fightmetric.com/fighter-details/a196332ee4aa8a82
Gilbert Smith_,http://www.fightmetric.com/fighter-details/54ed8dc6f8c31207
Harold Howard_,http://www.fightmetric.com/fighter-details/a2b06ca02bca14c0
Ruan Potts_Fangzz,http://www.fightmetric.com/fighter-details/7e208569469c8bc8
Chad W. Saunders_,http://www.fightmetric.com/fighter-details/4fe9492959834bf7
Kemran Lachinov_,http://www.fightmetric.com/fighter-details/eb84192d1a97f69e
Jason Butcher_,http://www.fightmetric.com/fighter-details/30e39145fec48d25
Vik Grujic_The Spartan,http://www.fightmetric.com/fighter-details/1e7483dbff40b84b
Brian Davidson_,http://www.fightmetric.com/fighter-details/42775dc893603154
Joachim Christensen_,http://www.fightmetric.com/fighter-details/2d447cc91bdaa545
Leonardo Augusto Leleco_Leleco,http://www.fightmetric.com/fighter-details/cc98d857b148e33a
Moise Rimbon_Swamp,http://www.fightmetric.com/fighter-details/9be3728f3f7badb2
Justin DeMoney_,http://www.fightmetric.com/fighter-details/985bca5a097fb3f4
Christian Uflacker_,http://www.fightmetric.com/fighter-details/10ccf4ec9913cadc
James Krause_The,http://www.fightmetric.com/fighter-details/8f6a18831a120817
Todd Lally_,http://www.fightmetric.com/fighter-details/7d06092326c52528
Chase Waldon_,http://www.fightmetric.com/fighter-details/aeb6c57b9bd8bc3a
Marcin Prachnio_,http://www.fightmetric.com/fighter-details/6370c1c1e12723d5
Robbie Lawler_Ruthless,http://www.fightmetric.com/fighter-details/f2925e6db404bf1d
Demetrious Johnson_Mighty Mouse,http://www.fightmetric.com/fighter-details/8a304bfd6bf04a57
Karolina Kowalkiewicz_,http://www.fightmetric.com/fighter-details/d7c3816669784109
Yosuke Nishijima_,http://www.fightmetric.com/fighter-details/5cde96e0a1a1fffe
Jay Bogan_,http://www.fightmetric.com/fighter-details/53c21779d84ceb75
Chris Coggins_,http://www.fightmetric.com/fighter-details/a0c29b13f7a5df32
Felipe Arantes_Sertanejo,http://www.fightmetric.com/fighter-details/71002dbc1743b9a7
Jake Matthews_The Celtic Kid,http://www.fightmetric.com/fighter-details/a845f0735bc67405
Veronica Macedo_,http://www.fightmetric.com/fighter-details/4798e823ada58fe9
David Dodd_,http://www.fightmetric.com/fighter-details/c2a7623f398d9bd7
Andre Soukhamthath_The Asian Sensation,http://www.fightmetric.com/fighter-details/d0e50a3d1b250708
Zabit Magomedsharipov_,http://www.fightmetric.com/fighter-details/87aa9fb63d6b51a1
Patrick Smith_,http://www.fightmetric.com/fighter-details/46c8ec317aff28ac
Jake O'Brien_Irish,http://www.fightmetric.com/fighter-details/20bcc9966affb19c
Randy Brown_Rudeboy,http://www.fightmetric.com/fighter-details/c6aee362c7a7d482
Raja Shippen_,http://www.fightmetric.com/fighter-details/d9e1942637bd57a4
Marcus Brimage_The Bama Beast,http://www.fightmetric.com/fighter-details/81801f57bd0a7c41
Isaac Vallie-Flagg_,http://www.fightmetric.com/fighter-details/c295de4e10acd4c9
Hisaki Kato_,http://www.fightmetric.com/fighter-details/ebf1c247b2cba375
Stephen Palling_Bozo,http://www.fightmetric.com/fighter-details/ab7c212de9f66af0
Felipe Portela_Balboa,http://www.fightmetric.com/fighter-details/303e017a9074f3aa
James Bochnovic_,http://www.fightmetric.com/fighter-details/984d15d5dc7bfcf9
Lyman Good_Cyborg,http://www.fightmetric.com/fighter-details/4e0692ad070976e4
Daniel Pineda_The Pit,http://www.fightmetric.com/fighter-details/361d49960a196976
Alonzo Martinez_Zo Diddy,http://www.fightmetric.com/fighter-details/feffee4fc6da3aa3
Ray Seraille_,http://www.fightmetric.com/fighter-details/2f04c4183523be2e
Fabricio Guerreiro_,http://www.fightmetric.com/fighter-details/2963369e327e1979
Shinsho Anzai_Animal,http://www.fightmetric.com/fighter-details/4665f9f909cd7214
Jessica Rakoczy_The Ragin',http://www.fightmetric.com/fighter-details/ffdeb4fbea09ce75
Miguel Linares_,http://www.fightmetric.com/fighter-details/18c49685296c60e6
Alexandre Franca Nogueira_Pequeno,http://www.fightmetric.com/fighter-details/4c27ca8c8481f79a
Bubba Bush_The Fightin' Texas Aggie,http://www.fightmetric.com/fighter-details/132505067f08c54d
Francisco Trinaldo_Massaranduba,http://www.fightmetric.com/fighter-details/a8283a4f415e1eb9
Kevin Burns_The Fire,http://www.fightmetric.com/fighter-details/a6d8bfe9e0c8153b
Joe Pearson_The Triangular Strangler,http://www.fightmetric.com/fighter-details/122806b56775a53a
Andre Roberts_The Chief,http://www.fightmetric.com/fighter-details/a54a35a670d8e852
Floyd Sword_,http://www.fightmetric.com/fighter-details/5330fe7e4c3af81c
Ian Rammel_,http://www.fightmetric.com/fighter-details/abc8e1423cf5b74e
Greg Wilson_,http://www.fightmetric.com/fighter-details/9cc84087ee768342
Jason Day_Dooms,http://www.fightmetric.com/fighter-details/a6fd2173d5e2d7f0
Craig Zellner_Big Z,http://www.fightmetric.com/fighter-details/3794e5e0bb0defb6
Igor Gracie_,http://www.fightmetric.com/fighter-details/722b870449243083
Jesse Moreng_Arturo,http://www.fightmetric.com/fighter-details/2e2cdb6e9eb84bb9
Cole Miller_Magrinho,http://www.fightmetric.com/fighter-details/282fa667ff9c51ed
Akiyo Nishiura_Wicky Akiyo,http://www.fightmetric.com/fighter-details/6c9383ffab2725a5
Yoshihiro Nakao_Kiss,http://www.fightmetric.com/fighter-details/e18012194473e8b0
Adrienna Jenkins_AJ,http://www.fightmetric.com/fighter-details/dae85a6a83f53215
Nicolas Dalby_Sharpshooter,http://www.fightmetric.com/fighter-details/9d19d9e4aa2662e8
Semmy Schilt_Hightower,http://www.fightmetric.com/fighter-details/d5ed14b2153c6ed2
Anton Zafir_The Professor,http://www.fightmetric.com/fighter-details/8c822811eedc11ad
Pat Benson_,http://www.fightmetric.com/fighter-details/a25f3dc0df974597
Damacio Page_The Angel of Death,http://www.fightmetric.com/fighter-details/c96e2ae6021144a1
Mark Kerr_The Smashing Machine,http://www.fightmetric.com/fighter-details/a7b48e18ca27795d
Mike Seal_Crazy Boy,http://www.fightmetric.com/fighter-details/0c01568b1ac77bff
Greg Rebello_Ribz,http://www.fightmetric.com/fighter-details/49d78120e0a4f607
Chris Holdsworth_Holds it Down,http://www.fightmetric.com/fighter-details/fc60ecf0671b9489
John Castaneda_Sexy Mexi,http://www.fightmetric.com/fighter-details/5fa2974cbd18e05c
Takanori Gomi_The Fireball Kid,http://www.fightmetric.com/fighter-details/3be081c29bf734d9
Dos Caras Jr._,http://www.fightmetric.com/fighter-details/155a02a8b4311057
Hatsu Hioki_,http://www.fightmetric.com/fighter-details/ef7fa30364cbe7f2
Rex Richards_,http://www.fightmetric.com/fighter-details/ad23903ef3af7406
Jose Barreto_,http://www.fightmetric.com/fighter-details/c32eab6c2119e989
Gina Carano_Conviction,http://www.fightmetric.com/fighter-details/899eaba48fa864a6
Marlon Moraes_Magic,http://www.fightmetric.com/fighter-details/fea79f9bc8c68769
Ryan Bastianelli_Relentless,http://www.fightmetric.com/fighter-details/29508aff4d93cbbe
Jordan Rinaldi_All Day,http://www.fightmetric.com/fighter-details/c07efc18b231f170
Ivan Serati_,http://www.fightmetric.com/fighter-details/b23fca14c7b79935
Stefan Klever_,http://www.fightmetric.com/fighter-details/bc3876891e155bb5
Paulo Costa_The Eraser,http://www.fightmetric.com/fighter-details/2e5c2aa8e4ab9d82
Josh Hendricks_,http://www.fightmetric.com/fighter-details/7649c4c95b824488
Kerry Vera_,http://www.fightmetric.com/fighter-details/df0a1c1e11ad199b
Eric Spicely_Zebrinha,http://www.fightmetric.com/fighter-details/b9664eae2ac75262
Manvel Gamburyan_The Anvil,http://www.fightmetric.com/fighter-details/cc6f9d1e89f3449a
Ernie Verdicia_,http://www.fightmetric.com/fighter-details/2b1587a3376ab743
Cody Carrillo_,http://www.fightmetric.com/fighter-details/9346efb4bbaedd08
Joe Jordan_,http://www.fightmetric.com/fighter-details/712c4db78b9373d1
Jaime Alvarez_,http://www.fightmetric.com/fighter-details/4438482bd1d5a029
Yusuke Imamura_,http://www.fightmetric.com/fighter-details/2ce6541127b0e232
David Loiseau_The Crow,http://www.fightmetric.com/fighter-details/22e47b53e4ceb27c
Tyrone Roberts_Native Warrior,http://www.fightmetric.com/fighter-details/d1e6a6536ee62517
Ryan Jimmo_The Big Deal,http://www.fightmetric.com/fighter-details/bc3ec52ef70fc155
Pawel Nastula_,http://www.fightmetric.com/fighter-details/154a6b3ffae264cd
Brian Warren_Mr. Unbreakable,http://www.fightmetric.com/fighter-details/c4c4c7dd26c15d91
Marko Damiani_,http://www.fightmetric.com/fighter-details/6e9b5c74c0860deb
John Franchi_,http://www.fightmetric.com/fighter-details/b9532d815060de7f
Yves Jabouin_Tiger,http://www.fightmetric.com/fighter-details/b4eeac608fc82f88
Milton Vieira_Miltinho,http://www.fightmetric.com/fighter-details/7cf20446453f852b
Wes Albritton_,http://www.fightmetric.com/fighter-details/184b955181bdef52
Art Jimmerson_,http://www.fightmetric.com/fighter-details/a5c53b3ddb31cc7d
Rolles Gracie_,http://www.fightmetric.com/fighter-details/e4a9dbade7c7e1a7
Alexandre Ferreira_Cacareco,http://www.fightmetric.com/fighter-details/28ba5f27e473420c
Eddie Mendez_,http://www.fightmetric.com/fighter-details/49e49b54e5901d0d
Takashi Sugiura_,http://www.fightmetric.com/fighter-details/06c60fc2c8dcd7bd
Raul Sandoval_,http://www.fightmetric.com/fighter-details/f9ad10f6a49e5452
Gideon Ray_,http://www.fightmetric.com/fighter-details/ea3ef6206c7907d5
Eric Lawson_,http://www.fightmetric.com/fighter-details/38e5d9dcb0fddc42
Ramazan Emeev_Gorets,http://www.fightmetric.com/fighter-details/abd5fb12437eda21
Yoshihiro Akiyama_,http://www.fightmetric.com/fighter-details/b0550072e5f0afa7
Thanh Le_,http://www.fightmetric.com/fighter-details/882b3f5a0774d575
Justin McElfresh_,http://www.fightmetric.com/fighter-details/49c29e57d4e2be6f
Jason Godsey_,http://www.fightmetric.com/fighter-details/5ca158b1cc9cb242
Gabrielle Holloway_Gabanator,http://www.fightmetric.com/fighter-details/e30715382f42b772
