NAME_NICKNAME,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Shane Nelson_Sugar,15-5-0,"5' 9""",155 lbs.,"70""",Southpaw,29-Nov-84,1.38,31%,2.84,61%,1.31,18%,54%,1.6,http://www.fightmetric.com/fighter-details/2db7fa8db6bc9632
Donny Walker_Eagle Eye,15-8-0,"5' 9""",135 lbs.,--,,4-Jan-80,1.81,37%,3.85,46%,0,0%,57%,1.7,http://www.fightmetric.com/fighter-details/e6147d5ab3685899
Iouri Kotchkine_,7/4/2001,"6' 2""",235 lbs.,--,Orthodox,--,0.67,38%,4.92,15%,0,0%,25%,0,http://www.fightmetric.com/fighter-details/c6becb722706c7d8
Oleg Taktarov_The Russian Bear,17-5-2,"6' 0""",210 lbs.,--,Orthodox,26-Aug-67,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/1dc56b59cb28425d
Pedro Rizzo_The Rock,19-10-0,"6' 1""",241 lbs.,--,Orthodox,3-May-74,1.93,34%,3.02,50%,0.26,28%,78%,0,http://www.fightmetric.com/fighter-details/b44f39a5c6596953
Iliarde Santos_,27-9-1 (1 NC),"5' 5""",125 lbs.,"66""",Orthodox,25-Sep-80,3,30%,6.1,57%,1.66,23%,83%,0,http://www.fightmetric.com/fighter-details/14aa21bc82cac57d
Dan Charles_The Man,10/6/2001,"6' 2""",228 lbs.,--,,24-Sep-85,2.82,45%,3.51,44%,0,0%,31%,0,http://www.fightmetric.com/fighter-details/32a4f1235f0dad73
Brandon Sene_,2/2/2000,"5' 11""",205 lbs.,--,,21-May-81,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/3ed134d85dfbd7b4
Stevie Ray_Braveheart,21-7-0,"5' 10""",155 lbs.,"70""",Southpaw,25-Mar-90,3.6,46%,2.29,58%,0.41,40%,56%,0.8,http://www.fightmetric.com/fighter-details/31a13532e724ca2b
Paul Taylor_Relentless,11-6-1 (1 NC),"6' 0""",155 lbs.,"72""",Orthodox,15-Dec-79,4.44,47%,4.47,55%,0.27,25%,56%,0.5,http://www.fightmetric.com/fighter-details/9b74de674c355425
Rocky Lee_,3/2/2000,"5' 9""",145 lbs.,"68""",Orthodox,8-Apr-87,2.47,51%,5.33,44%,1,10%,33%,0,http://www.fightmetric.com/fighter-details/0d1c163b206e8c5f
Jose Perez_,1-0-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/89578ae236ee04e9
Cody Donovan_Donnybrook,8/5/2000,"6' 3""",205 lbs.,"74""",Orthodox,20-Feb-81,5.61,59%,5.44,45%,1.67,28%,0%,1.7,http://www.fightmetric.com/fighter-details/7bc96507e4b38d3b
Mario Miranda_,12/3/2000,"6' 3""",185 lbs.,"74""",Orthodox,12-Jul-79,1.96,54%,2.46,36%,1.02,60%,54%,0,http://www.fightmetric.com/fighter-details/df2bf09c99594848
Scott Holtzman_Hot Sauce,11/2/2000,"5' 9""",155 lbs.,"69""",Orthodox,30-Sep-83,4.33,50%,3.43,56%,3.08,60%,57%,0.3,http://www.fightmetric.com/fighter-details/df1eb4354d18a906
Rolando Delgado_Roli,11/5/2001,"6' 3""",155 lbs.,"77""",Orthodox,22-Nov-81,1.56,40%,1.83,62%,1.17,22%,0%,3.5,http://www.fightmetric.com/fighter-details/37b1696e6d115957
James Te Huna_,18-9-0,"6' 2""",185 lbs.,"75""",Orthodox,29-Sep-81,4.04,51%,2.99,62%,2.75,37%,58%,0.2,http://www.fightmetric.com/fighter-details/f5431394fb284bb9
John Salgado_Greco,4/7/2001,"5' 10""",170 lbs.,--,,--,0.99,50%,1.86,40%,0,0%,50%,0,http://www.fightmetric.com/fighter-details/3e36811b7bc1f6ad
Eugenio Tadeu_,2-3-0 (1 NC),"5' 8""",160 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f70144caea5c4c80
Daisuke Nakamura_,24-13-1,"5' 7""",154 lbs.,--,Orthodox,10-Jun-80,0.94,30%,1.38,61%,0.46,40%,30%,3.6,http://www.fightmetric.com/fighter-details/a196332ee4aa8a82
Gilbert Smith_,5/2/2000,"5' 9""",185 lbs.,"75""",Southpaw,19-Oct-81,1.09,41%,2.73,35%,3.51,60%,0%,1.2,http://www.fightmetric.com/fighter-details/54ed8dc6f8c31207
Harold Howard_,1/3/2000,"6' 2""",240 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a2b06ca02bca14c0
Ruan Potts_Fangzz,8/4/2000,"6' 2""",247 lbs.,"75""",Orthodox,23-Feb-78,0.85,37%,5.92,22%,0.75,16%,33%,2.3,http://www.fightmetric.com/fighter-details/7e208569469c8bc8
Chad W. Saunders_,7/2/2000,"5' 10""",170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4fe9492959834bf7
Kemran Lachinov_,3/2/2000,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/eb84192d1a97f69e
Jason Butcher_,10/2/2000,"6' 3""",185 lbs.,--,,23-Oct-84,1.82,40%,2.73,25%,13.64,50%,0%,0,http://www.fightmetric.com/fighter-details/30e39145fec48d25
Vik Grujic_The Spartan,7/6/2000,"5' 11""",170 lbs.,"73""",Orthodox,6-Feb-77,2.24,48%,3.39,41%,1.18,33%,26%,0.4,http://www.fightmetric.com/fighter-details/1e7483dbff40b84b
Brian Davidson_,8/3/2000,"5' 6""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/42775dc893603154
Joachim Christensen_,14-6-0,"6' 3""",205 lbs.,"76""",Orthodox,7-Nov-78,3.78,41%,3.29,46%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2d447cc91bdaa545
Leonardo Augusto Leleco_Leleco,11-3-0 (1 NC),"6' 0""",185 lbs.,"73""",Orthodox,15-Apr-82,2.35,56%,2.99,44%,0,0%,52%,1,http://www.fightmetric.com/fighter-details/cc98d857b148e33a
Moise Rimbon_Swamp,18-9-3,"5' 10""",205 lbs.,--,Orthodox,20-Apr-77,0.8,34%,1,71%,1,50%,37%,0,http://www.fightmetric.com/fighter-details/9be3728f3f7badb2
Justin DeMoney_,13-5-1,--,170 lbs.,--,,1-Jul-85,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/985bca5a097fb3f4
Christian Uflacker_,3-0-0,"5' 11""",170 lbs.,--,,4-Aug-85,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/10ccf4ec9913cadc
James Krause_The,23-8-0,"6' 2""",155 lbs.,"73""",Orthodox,4-Jun-86,4.65,45%,4.24,62%,1,17%,50%,0.6,http://www.fightmetric.com/fighter-details/8f6a18831a120817
Todd Lally_,2/1/2000,"5' 7""",145 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/7d06092326c52528
Chase Waldon_,11/2/2000,"6' 1""",185 lbs.,"75""",Orthodox,19-Sep-86,1.03,28%,6.72,38%,7.76,33%,0%,0,http://www.fightmetric.com/fighter-details/aeb6c57b9bd8bc3a
Marcin Prachnio_,13-2-0,"6' 3""",205 lbs.,--,,14-Jul-88,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/6370c1c1e12723d5
Robbie Lawler_Ruthless,28-12-0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.56,44%,3.99,60%,0.72,65%,69%,0,http://www.fightmetric.com/fighter-details/f2925e6db404bf1d
Demetrious Johnson_Mighty Mouse,27-2-1,"5' 3""",125 lbs.,"66""",Orthodox,13-Aug-86,3.44,54%,1.64,67%,3.54,56%,65%,0.6,http://www.fightmetric.com/fighter-details/8a304bfd6bf04a57
Karolina Kowalkiewicz_,11/2/2000,"5' 3""",115 lbs.,"65""",Orthodox,15-Oct-85,5.17,36%,4.75,56%,0.17,25%,85%,0,http://www.fightmetric.com/fighter-details/d7c3816669784109
Yosuke Nishijima_,0-5-0,"5' 9""",205 lbs.,--,Orthodox,15-May-73,1.72,37%,5.59,56%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/5cde96e0a1a1fffe
Jay Bogan_,6/6/2000,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/53c21779d84ceb75
Chris Coggins_,4/1/2000,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a0c29b13f7a5df32
Felipe Arantes_Sertanejo,18-9-1 (2 NC),"5' 8""",145 lbs.,"73""",Orthodox,9-Feb-88,2.48,45%,2.56,64%,1,52%,42%,0.8,http://www.fightmetric.com/fighter-details/71002dbc1743b9a7
Jake Matthews_The Celtic Kid,12/3/2000,"5' 11""",170 lbs.,"73""",Orthodox,19-Aug-94,2.8,47%,2.02,51%,2.5,38%,61%,0.7,http://www.fightmetric.com/fighter-details/a845f0735bc67405
Veronica Macedo_,5/1/2001,"5' 4""",135 lbs.,"64""",Southpaw,30-Oct-95,1.8,56%,5.72,36%,0,0%,60%,0,http://www.fightmetric.com/fighter-details/4798e823ada58fe9
David Dodd_,4/7/2000,"6' 2""",200 lbs.,--,Orthodox,22-Sep-73,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c2a7623f398d9bd7
Andre Soukhamthath_The Asian Sensation,12/5/2000,"5' 9""",135 lbs.,"70""",Orthodox,23-Oct-88,3.02,40%,3.41,63%,0,0%,80%,0,http://www.fightmetric.com/fighter-details/d0e50a3d1b250708
Zabit Magomedsharipov_,14-1-0,"6' 1""",145 lbs.,"73""",Orthodox,1-Mar-91,3.31,58%,1.76,57%,7.54,66%,71%,1.9,http://www.fightmetric.com/fighter-details/87aa9fb63d6b51a1
Patrick Smith_,20-15-0,"6' 2""",225 lbs.,--,Orthodox,28-Aug-63,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/46c8ec317aff28ac
Jake O'Brien_Irish,13-4-0,"6' 3""",205 lbs.,"76""",Orthodox,25-Sep-84,1.31,31%,1.92,69%,6.39,54%,25%,0.2,http://www.fightmetric.com/fighter-details/20bcc9966affb19c
Randy Brown_Rudeboy,10/2/2000,"6' 3""",170 lbs.,"78""",Orthodox,8-Jul-90,2.96,45%,2.41,53%,0.87,40%,78%,0.7,http://www.fightmetric.com/fighter-details/c6aee362c7a7d482
Raja Shippen_,18-11-1,"5' 6""",145 lbs.,--,,7-Oct-86,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d9e1942637bd57a4
Marcus Brimage_The Bama Beast,7/5/2000,"5' 4""",135 lbs.,"71""",Southpaw,6-Apr-85,3.97,35%,3.64,56%,0.56,100%,80%,0,http://www.fightmetric.com/fighter-details/81801f57bd0a7c41
Isaac Vallie-Flagg_,14-6-1,"5' 8""",155 lbs.,"68""",Orthodox,8-Apr-78,5.56,47%,5.6,45%,0.2,12%,58%,0,http://www.fightmetric.com/fighter-details/c295de4e10acd4c9
Hisaki Kato_,8/2/2000,"6' 0""",185 lbs.,--,,17-Sep-82,2.8,48%,1.72,68%,1.62,100%,0%,0,http://www.fightmetric.com/fighter-details/ebf1c247b2cba375
Stephen Palling_Bozo,11/7/2001,"5' 4""",143 lbs.,--,,29-Jan-67,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ab7c212de9f66af0
Felipe Portela_Balboa,7/1/2000,--,170 lbs.,--,,23-Nov-87,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/303e017a9074f3aa
James Bochnovic_,8/2/2000,"6' 4""",205 lbs.,"81""",Orthodox,13-Feb-89,0.63,20%,5.19,22%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/984d15d5dc7bfcf9
Lyman Good_Cyborg,19-4-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,26-May-85,5.5,47%,4.36,67%,0.64,100%,85%,0,http://www.fightmetric.com/fighter-details/4e0692ad070976e4
Daniel Pineda_The Pit,18-11-0,"5' 7""",145 lbs.,"69""",Orthodox,6-Aug-85,2.99,43%,2.51,47%,1.46,25%,48%,2,http://www.fightmetric.com/fighter-details/361d49960a196976
Alonzo Martinez_Zo Diddy,35-16-1,"5' 10""",155 lbs.,--,,22-Apr-84,3.07,27%,7.33,52%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/feffee4fc6da3aa3
Ray Seraille_,8/9/2000,"6' 3""",246 lbs.,--,,--,5.29,27%,17.65,41%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2f04c4183523be2e
Fabricio Guerreiro_,21-5-0 (1 NC),"5' 10""",145 lbs.,--,,24-Jul-90,1.87,31%,2.2,67%,2,50%,0%,0,http://www.fightmetric.com/fighter-details/2963369e327e1979
Shinsho Anzai_Animal,10/2/2000,"5' 7""",170 lbs.,"70""",Orthodox,1-Dec-85,3.49,59%,3.69,46%,2,16%,100%,0,http://www.fightmetric.com/fighter-details/4665f9f909cd7214
Jessica Rakoczy_The Ragin',2-5-0 (1 NC),"5' 7""",115 lbs.,"68""",Orthodox,14-Apr-77,2.5,44%,3.55,64%,0.75,20%,0%,0.8,http://www.fightmetric.com/fighter-details/ffdeb4fbea09ce75
Miguel Linares_,2/4/2000,--,--,--,,--,6.51,50%,8.84,36%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/18c49685296c60e6
Alexandre Franca Nogueira_Pequeno,13-6-2,"5' 7""",145 lbs.,--,Orthodox,15-Jan-78,0.6,20%,4.18,57%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4c27ca8c8481f79a
Bubba Bush_The Fightin' Texas Aggie,8-3-0 (1 NC),"6' 0""",185 lbs.,"73""",Orthodox,24-Jul-85,0.63,55%,7.01,25%,2.82,50%,60%,0,http://www.fightmetric.com/fighter-details/132505067f08c54d
Francisco Trinaldo_Massaranduba,22-5-0,"5' 9""",155 lbs.,"70""",Southpaw,24-Aug-78,3.41,46%,2.29,60%,1.07,41%,63%,0.5,http://www.fightmetric.com/fighter-details/a8283a4f415e1eb9
Kevin Burns_The Fire,9/5/2000,"5' 10""",170 lbs.,"74""",Orthodox,3-Mar-80,2.74,38%,4.3,52%,0.28,50%,47%,0.8,http://www.fightmetric.com/fighter-details/a6d8bfe9e0c8153b
Joe Pearson_The Triangular Strangler,38-17-1,"5' 10""",145 lbs.,--,Orthodox,28-Mar-78,0.59,18%,3.51,33%,0,0%,0%,4.4,http://www.fightmetric.com/fighter-details/122806b56775a53a
Andre Roberts_The Chief,14-2-1,"6' 2""",345 lbs.,--,Orthodox,24-Feb-65,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a54a35a670d8e852
Floyd Sword_,12/3/2000,"6' 0""",185 lbs.,--,Orthodox,24-Aug-76,0.78,42%,1.57,40%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/5330fe7e4c3af81c
Ian Rammel_,4/3/2000,"6' 0""",185 lbs.,--,,22-Jul-85,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/abc8e1423cf5b74e
Greg Wilson_,2/2/2000,--,155 lbs.,--,,2-Oct-88,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9cc84087ee768342
Jason Day_Dooms,19-12-0,"6' 0""",185 lbs.,"72""",Orthodox,19-May-81,3.61,54%,3.46,47%,1.13,100%,0%,0,http://www.fightmetric.com/fighter-details/a6fd2173d5e2d7f0
Craig Zellner_Big Z,4/3/2000,"6' 2""",205 lbs.,--,Orthodox,9-Sep-76,0.61,9%,4.65,61%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/3794e5e0bb0defb6
Igor Gracie_,4/2/2000,"5' 11""",170 lbs.,--,,4-Feb-80,1.86,60%,0.99,50%,3.72,50%,0%,3.7,http://www.fightmetric.com/fighter-details/722b870449243083
Jesse Moreng_Arturo,9/1/2000,"5' 7""",145 lbs.,--,Orthodox,9-Nov-79,1.26,40%,2.08,48%,5.56,100%,100%,0,http://www.fightmetric.com/fighter-details/2e2cdb6e9eb84bb9
Cole Miller_Magrinho,21-11-0 (1 NC),"6' 1""",145 lbs.,"74""",Orthodox,26-Apr-84,3,33%,3.88,59%,0.6,36%,38%,1.8,http://www.fightmetric.com/fighter-details/282fa667ff9c51ed
Akiyo Nishiura_Wicky Akiyo,11/7/2001,"5' 8""",139 lbs.,--,Southpaw,8-Aug-83,1.59,57%,1.26,57%,0,0%,52%,0.3,http://www.fightmetric.com/fighter-details/6c9383ffab2725a5
Yoshihiro Nakao_Kiss,9-3-0 (2 NC),"6' 0""",220 lbs.,--,Southpaw,25-Jun-72,1.73,35%,2.06,64%,2.69,46%,0%,0.5,http://www.fightmetric.com/fighter-details/e18012194473e8b0
Adrienna Jenkins_AJ,19-6-0,"5' 8""",145 lbs.,--,,22-Jul-81,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/dae85a6a83f53215
Nicolas Dalby_Sharpshooter,14-2-1,"5' 11""",170 lbs.,"74""",Orthodox,16-Nov-84,3.27,38%,3.33,55%,2,50%,69%,0,http://www.fightmetric.com/fighter-details/9d19d9e4aa2662e8
Semmy Schilt_Hightower,26-14-1,"6' 10""",265 lbs.,--,Orthodox,27-Oct-73,1.2,50%,1.31,53%,0,0%,47%,1.1,http://www.fightmetric.com/fighter-details/d5ed14b2153c6ed2
Anton Zafir_The Professor,7/3/2000,"5' 11""",170 lbs.,"72""",Orthodox,10-May-87,2.99,64%,2.31,52%,6.11,60%,0%,0,http://www.fightmetric.com/fighter-details/8c822811eedc11ad
Pat Benson_,3/6/2002,"5' 9""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a25f3dc0df974597
Damacio Page_The Angel of Death,12/8/2000,"5' 6""",135 lbs.,"66""",Orthodox,30-Sep-82,2.05,38%,2.47,51%,2.63,64%,23%,0.9,http://www.fightmetric.com/fighter-details/c96e2ae6021144a1
Mark Kerr_The Smashing Machine,15-11-0 (1 NC),"6' 3""",266 lbs.,--,Switch,21-Dec-68,0.28,41%,0.89,28%,2.92,77%,0%,0.4,http://www.fightmetric.com/fighter-details/a7b48e18ca27795d
Mike Seal_Crazy Boy,13-14-1 (1 NC),"6' 4""",185 lbs.,--,Orthodox,--,5.5,68%,3.33,50%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/0c01568b1ac77bff
Greg Rebello_Ribz,22-7-0,"6' 0""",240 lbs.,"73""",Southpaw,13-Jun-82,2.6,35%,2.48,59%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/49d78120e0a4f607
Chris Holdsworth_Holds it Down,7-0-0,"5' 11""",135 lbs.,"71""",,24-Oct-87,1.85,29%,1.94,58%,3.38,62%,100%,2,http://www.fightmetric.com/fighter-details/fc60ecf0671b9489
John Castaneda_Sexy Mexi,13-2-0,"5' 7""",135 lbs.,"70""",Switch,18-Dec-91,3.2,46%,1.87,71%,2,28%,66%,0,http://www.fightmetric.com/fighter-details/5fa2974cbd18e05c
Takanori Gomi_The Fireball Kid,35-14-0 (1 NC),"5' 7""",155 lbs.,"70""",Southpaw,22-Sep-78,3.81,41%,3.52,60%,1.23,65%,63%,0.8,http://www.fightmetric.com/fighter-details/3be081c29bf734d9
Dos Caras Jr._,9/5/2000,"6' 4""",225 lbs.,--,Orthodox,25-May-77,0.77,23%,1.2,59%,0,0%,72%,0,http://www.fightmetric.com/fighter-details/155a02a8b4311057
Hatsu Hioki_,27-9-2,"5' 11""",145 lbs.,"70""",Orthodox,18-Jul-83,2.42,42%,2.12,65%,2.55,56%,54%,0.6,http://www.fightmetric.com/fighter-details/ef7fa30364cbe7f2
Rex Richards_,7/2/2000,"6' 5""",265 lbs.,--,,--,17.65,58%,5.29,72%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ad23903ef3af7406
Jose Barreto_,0-1-0,--,185 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c32eab6c2119e989
Gina Carano_Conviction,7/1/2000,"5' 8""",145 lbs.,--,Orthodox,16-Apr-82,4.5,47%,2.66,64%,1.24,66%,85%,1.6,http://www.fightmetric.com/fighter-details/899eaba48fa864a6
Marlon Moraes_Magic,20-5-1,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,3.09,32%,2.86,64%,0.48,25%,60%,0.5,http://www.fightmetric.com/fighter-details/fea79f9bc8c68769
Ryan Bastianelli_Relentless,5-2-0 (1 NC),"5' 5""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/29508aff4d93cbbe
Jordan Rinaldi_All Day,13-5-0,"5' 10""",155 lbs.,"72""",Orthodox,25-Sep-87,1.41,34%,2.17,57%,1.76,28%,0%,1.8,http://www.fightmetric.com/fighter-details/c07efc18b231f170
Ivan Serati_,12/4/2000,"6' 0""",205 lbs.,--,Orthodox,--,0.86,26%,5.33,29%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/b23fca14c7b79935
Stefan Klever_,6/1/2000,--,185 lbs.,--,Orthodox,--,0.82,50%,3.84,58%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/bc3876891e155bb5
Paulo Costa_The Eraser,11-0-0,"6' 1""",185 lbs.,"72""",,21-Apr-91,8.28,56%,4.79,49%,0,0%,80%,0,http://www.fightmetric.com/fighter-details/2e5c2aa8e4ab9d82
Josh Hendricks_,18-7-0 (1 NC),"6' 2""",235 lbs.,--,Southpaw,28-Aug-76,0.98,20%,11.8,29%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/7649c4c95b824488
Kerry Vera_,2-0-0,"5' 7""",135 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/df0a1c1e11ad199b
Eric Spicely_Zebrinha,10/4/2000,"6' 1""",185 lbs.,"73""",Orthodox,29-Sep-86,1.96,61%,2.45,55%,2.5,25%,0%,1.9,http://www.fightmetric.com/fighter-details/b9664eae2ac75262
Manvel Gamburyan_The Anvil,18-11-0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,8-May-81,2.13,41%,2.83,55%,3.26,34%,69%,0.7,http://www.fightmetric.com/fighter-details/cc6f9d1e89f3449a
Ernie Verdicia_,0-1-0,"5' 11""",199 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2b1587a3376ab743
Cody Carrillo_,11/16/2000,"5' 10""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9346efb4bbaedd08
Joe Jordan_,49-13-2,"5' 6""",155 lbs.,--,Orthodox,27-Jul-78,1.85,25%,4.27,59%,0,0%,66%,0,http://www.fightmetric.com/fighter-details/712c4db78b9373d1
Jaime Alvarez_,6/1/2000,"5' 8""",125 lbs.,"69""",Orthodox,8-Mar-88,2.73,40%,4.53,56%,1,33%,50%,0,http://www.fightmetric.com/fighter-details/4438482bd1d5a029
Yusuke Imamura_,2/6/2000,"5' 8""",220 lbs.,--,Orthodox,--,0.18,50%,1.83,52%,2.75,50%,0%,0,http://www.fightmetric.com/fighter-details/2ce6541127b0e232
David Loiseau_The Crow,20-10-0,"6' 0""",185 lbs.,"76""",Orthodox,17-Dec-79,1.59,44%,3.64,43%,0.43,42%,36%,0.1,http://www.fightmetric.com/fighter-details/22e47b53e4ceb27c
Tyrone Roberts_Native Warrior,39-10-1,"5' 9""",185 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d1e6a6536ee62517
Ryan Jimmo_The Big Deal,19-5-0,"6' 1""",205 lbs.,"73""",Orthodox,27-Nov-81,3.12,66%,2.77,46%,0.45,28%,87%,0,http://www.fightmetric.com/fighter-details/bc3ec52ef70fc155
Pawel Nastula_,4/4/2000,"6' 0""",230 lbs.,--,Southpaw,26-Jun-70,1.3,43%,1.73,50%,3,60%,0%,1.5,http://www.fightmetric.com/fighter-details/154a6b3ffae264cd
Brian Warren_Mr. Unbreakable,15-15-1,"6' 0""",185 lbs.,--,Orthodox,--,1.16,21%,4.63,57%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c4c4c7dd26c15d91
Marko Damiani_,0-2-0,"6' 0""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/6e9b5c74c0860deb
John Franchi_,6/2/2000,"5' 6""",145 lbs.,"67""",Orthodox,16-Jul-82,1.83,48%,2.59,48%,2.68,80%,40%,0.3,http://www.fightmetric.com/fighter-details/b9532d815060de7f
Yves Jabouin_Tiger,20-11-0,"5' 7""",135 lbs.,"68""",Orthodox,30-May-79,3.06,41%,2.93,62%,1.94,60%,82%,0.1,http://www.fightmetric.com/fighter-details/b4eeac608fc82f88
Milton Vieira_Miltinho,13-8-2,"6' 0""",145 lbs.,"72""",Orthodox,4-Oct-78,1.13,35%,2.36,48%,2.67,53%,12%,0.7,http://www.fightmetric.com/fighter-details/7cf20446453f852b
Wes Albritton_,0-1-0,"5' 10""",188 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/184b955181bdef52
Art Jimmerson_,0-1-0,"6' 1""",196 lbs.,--,Orthodox,4-Aug-63,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a5c53b3ddb31cc7d
Rolles Gracie_,5/1/2000,"6' 4""",242 lbs.,--,Orthodox,14-Jul-78,2.3,32%,3.38,55%,2.3,10%,0%,0,http://www.fightmetric.com/fighter-details/e4a9dbade7c7e1a7
Alexandre Ferreira_Cacareco,18-6-0,"5' 7""",205 lbs.,--,Orthodox,25-Apr-79,2.57,60%,8.14,42%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/28ba5f27e473420c
Eddie Mendez_,7-2-1 (1 NC),"5' 10""",185 lbs.,"76""",,16-Jan-84,1.71,33%,3.43,11%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/49e49b54e5901d0d
Takashi Sugiura_,1/3/2000,"5' 11""",225 lbs.,--,Southpaw,31-May-70,1.37,40%,2.08,53%,1.33,66%,0%,0,http://www.fightmetric.com/fighter-details/06c60fc2c8dcd7bd
Raul Sandoval_,3/3/2000,--,130 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f9ad10f6a49e5452
Gideon Ray_,17-14-1,"5' 10""",185 lbs.,--,Southpaw,27-May-73,2.08,40%,2.58,53%,1.49,100%,0%,0,http://www.fightmetric.com/fighter-details/ea3ef6206c7907d5
Eric Lawson_,9/4/2000,"6' 0""",185 lbs.,--,Orthodox,--,1.58,57%,1.97,44%,8.88,42%,0%,3,http://www.fightmetric.com/fighter-details/38e5d9dcb0fddc42
Ramazan Emeev_Gorets,16-3-0,"5' 10""",185 lbs.,"76""",Southpaw,23-May-87,2.53,53%,1.93,58%,1,11%,0%,0,http://www.fightmetric.com/fighter-details/abd5fb12437eda21
Yoshihiro Akiyama_,14-6-0 (2 NC),"5' 10""",170 lbs.,"73""",Orthodox,29-Jul-75,3.1,41%,3.62,57%,2.29,67%,92%,1,http://www.fightmetric.com/fighter-details/b0550072e5f0afa7
Thanh Le_,6/1/2000,"5' 9""",145 lbs.,"74""",Orthodox,28-Aug-85,1.97,40%,1.82,70%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/882b3f5a0774d575
