Date,Adj Close,Open,High,Low,Range,Volume,Unemp Claims,Ret Sales,Ind Prod,NFP,Direction
8/13/2012,1418.160034,1405.869995,1418.709961,1397.319946,21.390015,14123730000,369000,358149,99.9132,134347,D
8/20/2012,1411.130005,1417.849976,1426.680054,1398.040039,28.640015,14718990000,376000,358149,99.9132,134347,D
8/27/2012,1406.579956,1411.130005,1416.170044,1397.01001,19.160034,13141340000,377000,358149,99.9132,134347,U
9/3/2012,1437.920044,1406.540039,1437.920044,1396.560059,41.359985,14259910000,371000,361618,99.9138,134550,U
9/10/2012,1465.77002,1437.920044,1474.51001,1428.97998,45.53003,20023040000,393000,361618,99.9138,134550,D
9/17/2012,1460.150024,1465.420044,1467.069946,1449.97998,17.089966,18527570000,392000,361618,99.9138,134550,D
9/24/2012,1440.670044,1459.76001,1463.23999,1430.530029,32.709961,16973760000,377000,361618,99.9138,134550,U
10/1/2012,1460.930054,1440.900024,1470.959961,1439.01001,31.949951,17147310000,376000,362081,100.2063,134696,D
10/8/2012,1428.589966,1460.930054,1460.930054,1425.530029,35.400025,15577390000,350000,362081,100.2063,134696,U
10/15/2012,1433.189941,1428.75,1464.02002,1427.23999,36.78003,18463100000,386000,362081,100.2063,134696,D
10/22/2012,1411.939941,1433.209961,1435.459961,1403.280029,32.179932,16987410000,374000,362081,100.2063,134696,U
10/29/2012,1414.199951,1410.98999,1434.27002,1405.949951,28.320069,11239480000,364000,362081,100.2063,134696,D
11/5/2012,1379.849976,1414.02002,1433.380005,1373.030029,60.349976,18011370000,365000,362959,100.7003,134828,D
11/12/2012,1359.880005,1379.859985,1388.810059,1343.349976,45.460083,18107380000,446000,362959,100.7003,134828,U
11/19/2012,1409.150024,1359.880005,1409.160034,1359.880005,49.280029,10754010000,406000,362959,100.7003,134828,U
11/26/2012,1416.180054,1409.150024,1419.699951,1385.430054,34.269897,16954180000,388000,362959,100.7003,134828,U
12/3/2012,1418.069946,1416.339966,1423.72998,1398.22998,25.5,16930770000,375000,364585,100.9782,135072,D
12/10/2012,1413.579956,1418.069946,1438.589966,1411.880005,26.709961,16918840000,340000,364585,100.9782,135072,U
12/17/2012,1430.150024,1413.540039,1448,1413.540039,34.459961,20543390000,356000,364585,100.9782,135072,D
12/24/2012,1402.430054,1430.150024,1430.150024,1401.579956,28.570068,8790850000,362000,364585,100.9782,135072,U
12/31/2012,1466.469971,1402.430054,1467.939941,1398.109985,69.829956,14660950000,362000,364585,100.9782,135072,U
1/7/2013,1472.050049,1466.469971,1472.75,1451.640015,21.109985,18003450000,370000,367229,100.8955,135283,U
1/14/2013,1485.97998,1472.050049,1485.97998,1463.76001,22.21997,17024890000,340000,367229,100.8955,135283,U
1/21/2013,1502.959961,1485.97998,1503.26001,1481.160034,22.099976,14298680000,341000,367229,100.8955,135283,U
1/28/2013,1513.170044,1502.959961,1514.410034,1496.329956,18.080078,18901190000,364000,367229,100.8955,135283,U
2/4/2013,1517.930054,1513.170044,1518.310059,1495.02002,23.290039,17220660000,360000,371742,101.4671,135569,U
2/11/2013,1519.790039,1517.930054,1524.689941,1513.609985,11.079956,17082600000,345000,371742,101.4671,135569,D
2/18/2013,1515.599976,1519.790039,1530.939941,1497.290039,33.649902,15683400000,363000,371742,101.4671,135569,U
2/25/2013,1518.199951,1515.599976,1525.839966,1485.01001,40.829956,19146110000,338000,371742,101.4671,135569,U
3/4/2013,1551.180054,1518.199951,1552.47998,1512.290039,40.189941,17988980000,340000,368806,101.772,135699,U
3/11/2013,1560.699951,1551.150024,1563.619995,1547.359985,16.26001,18074930000,342000,368806,101.772,135699,D
3/18/2013,1556.890015,1560.699951,1561.560059,1538.569946,22.990113,16501510000,343000,368806,101.772,135699,U
3/25/2013,1569.189941,1556.890015,1570.280029,1546.219971,24.060058,12266080000,360000,368806,101.772,135699,D
4/1/2013,1553.280029,1569.180054,1573.660034,1539.5,34.160034,16991960000,374000,367944,101.6802,135896,U
4/8/2013,1588.849976,1553.26001,1597.349976,1548.630005,48.719971,16193490000,358000,367944,101.6802,135896,D
4/15/2013,1555.25,1588.839966,1588.839966,1536.030029,52.809937,20025810000,354000,367944,101.6802,135896,U
4/22/2013,1582.23999,1555.25,1592.640015,1548.189941,44.450074,17250470000,344000,367944,101.6802,135896,U
4/29/2013,1614.420044,1582.339966,1618.459961,1581.280029,37.179932,17137450000,330000,367944,101.6802,135896,U
5/6/2013,1633.699951,1614.400024,1635.01001,1614.209961,20.800049,16470390000,335000,369297,101.6916,136122,U
5/13/2013,1667.469971,1632.099976,1667.469971,1626.73999,40.729981,16979670000,358000,369297,101.6916,136122,D
5/20/2013,1649.599976,1665.709961,1687.180054,1635.530029,51.650025,17853250000,342000,369297,101.6916,136122,D
5/27/2013,1630.73999,1652.630005,1674.209961,1630.73999,43.469971,14642760000,354000,369297,101.6916,136122,U
6/3/2013,1643.380005,1631.709961,1646.530029,1598.22998,48.300049,18157630000,347000,371097,101.873,136284,D
6/10/2013,1626.72998,1644.670044,1648.689941,1608.069946,40.619995,15935010000,337000,371097,101.873,136284,D
6/17/2013,1592.430054,1630.640015,1654.189941,1577.699951,76.48999,20459250000,353000,371097,101.873,136284,U
6/24/2013,1606.280029,1588.77002,1620.069946,1560.329956,59.73999,20394900000,347000,371097,101.873,136284,U
7/1/2013,1631.890015,1609.780029,1632.069946,1604.569946,27.5,11022010000,340000,373235,101.297,136406,U
7/8/2013,1680.189941,1634.199951,1680.189941,1634.199951,45.98999,16166370000,353000,373235,101.297,136406,U
7/15/2013,1692.089966,1679.589966,1693.119995,1671.839966,21.280029,15613300000,342000,373235,101.297,136406,D
7/22/2013,1691.650024,1694.410034,1698.780029,1676.030029,22.75,15296700000,356000,373235,101.297,136406,U
7/29/2013,1709.670044,1690.319946,1709.670044,1681.859985,27.810059,16920240000,333000,373235,101.297,136406,D
8/5/2013,1691.420044,1708.01001,1709.23999,1684.910034,24.329956,14910070000,341000,372370,102.0772,136667,D
8/12/2013,1655.829956,1688.369995,1696.810059,1652.609985,44.200074,15334290000,325000,372370,102.0772,136667,U
8/19/2013,1663.5,1655.25,1664.849976,1639.430054,25.419922,13950930000,340000,372370,102.0772,136667,D
8/26/2013,1632.969971,1664.290039,1669.51001,1627.469971,42.040039,13695720000,335000,372370,102.0772,136667,U
9/2/2013,1655.170044,1635.949951,1664.829956,1633.410034,31.419922,13124750000,325000,372188,102.5705,136857,U
9/9/2013,1687.98999,1656.849976,1689.969971,1656.849976,33.119995,15772830000,303000,372188,102.5705,136857,U
9/16/2013,1709.910034,1691.699951,1729.859985,1691.699951,38.160034,18657960000,325000,372188,102.5705,136857,D
9/23/2013,1691.75,1711.439941,1711.439941,1687.109985,24.329956,15310240000,317000,372188,102.5705,136857,D
9/30/2013,1690.5,1687.26001,1696.550049,1670.359985,26.190064,15855840000,320000,372188,102.5705,136857,U
10/7/2013,1703.199951,1687.150024,1703.439941,1646.469971,56.96997,16132530000,371000,373677,102.4728,137069,U
10/14/2013,1744.5,1699.859985,1745.310059,1692.130005,53.180054,16512980000,366000,373677,102.4728,137069,U
10/21/2013,1759.77002,1745.199951,1759.819946,1740.5,19.319946,17464350000,351000,373677,102.4728,137069,U
10/28/2013,1761.640015,1759.420044,1775.219971,1752.699951,22.52002,17676620000,346000,373677,102.4728,137069,U
11/4/2013,1770.609985,1763.400024,1774.540039,1746.199951,28.340088,18014020000,343000,374102,102.8086,137327,U
11/11/2013,1798.180054,1769.959961,1798.219971,1760.640015,37.579956,15476450000,340000,374102,102.8086,137327,U
11/18/2013,1804.76001,1798.819946,1804.839966,1777.22998,27.609986,15813880000,334000,374102,102.8086,137327,U
11/25/2013,1805.810059,1806.329956,1813.550049,1800.579956,12.970093,10637550000,316000,374102,102.8086,137327,D
12/2/2013,1805.089966,1806.550049,1810.02002,1779.089966,30.930054,16668560000,313000,376786,103.0979,137374,D
12/9/2013,1775.319946,1806.209961,1811.52002,1772.280029,39.239991,16086600000,352000,376786,103.0979,137374,U
12/16/2013,1818.319946,1777.47998,1823.75,1767.98999,55.76001,19402600000,366000,376786,103.0979,137374,U
12/23/2013,1841.400024,1822.920044,1844.890015,1822.920044,21.969971,8194360000,335000,376786,103.0979,137374,D
12/30/2013,1831.369995,1841.469971,1849.439941,1827.73999,21.699951,10461570000,335000,376786,103.0979,137374,U
1/6/2014,1842.369995,1832.310059,1843.22998,1823.72998,19.5,17375600000,327000,373079,102.6063,137564,D
1/13/2014,1838.699951,1841.26001,1850.839966,1815.52002,35.319946,17839850000,315000,373079,102.6063,137564,D
1/20/2014,1790.290039,1841.050049,1849.310059,1790.290039,59.02002,15747340000,325000,373079,102.6063,137564,D
1/27/2014,1782.589966,1791.030029,1798.77002,1770.449951,28.320069,19054250000,341000,373079,102.6063,137564,U
2/3/2014,1797.02002,1782.680054,1798.030029,1737.920044,60.109985,20380140000,333000,377749,103.6292,137715,U
2/10/2014,1838.630005,1796.199951,1841.650024,1791.829956,49.820068,16742180000,337000,377749,103.6292,137715,D
2/17/2014,1836.25,1839.030029,1847.5,1824.579956,22.920044,13891540000,335000,377749,103.6292,137715,U
2/24/2014,1859.449951,1836.780029,1867.920044,1836.780029,31.140015,18711730000,338000,377749,103.6292,137715,U
3/3/2014,1878.040039,1857.680054,1883.569946,1834.439941,49.130005,17512170000,320000,382663,104.5546,137987,D
3/10/2014,1841.130005,1877.859985,1882.349976,1839.569946,42.78003,16641060000,325000,382663,104.5546,137987,U
3/17/2014,1866.52002,1842.810059,1883.969971,1842.810059,41.159912,17678140000,323000,382663,104.5546,137987,D
3/24/2014,1857.619995,1867.670044,1875.920044,1842.109985,33.810059,16779360000,317000,382663,104.5546,137987,U
3/31/2014,1865.089966,1859.160034,1897.280029,1859.160034,38.119995,16381500000,331000,382663,104.5546,137987,D
4/7/2014,1815.689941,1863.920044,1872.530029,1814.359985,58.170044,18333880000,312000,386533,104.7807,138316,U
4/14/2014,1864.849976,1818.180054,1869.630005,1815.800049,53.829956,13344490000,308000,386533,104.7807,138316,D
4/21/2014,1863.400024,1865.790039,1884.890015,1859.699951,25.190064,15348510000,331000,386533,104.7807,138316,U
4/28/2014,1881.140015,1865,1891.329956,1850.609985,40.719971,18038030000,343000,386533,104.7807,138316,D
5/5/2014,1878.47998,1879.449951,1889.069946,1859.790039,29.279907,16112380000,324000,386798,105.0799,138562,D
5/12/2014,1877.859985,1880.030029,1902.170044,1862.359985,39.810059,15469770000,301000,386798,105.0799,138562,U
5/19/2014,1900.530029,1876.660034,1901.26001,1868.140015,33.119995,13605170000,324000,386798,105.0799,138562,U
5/26/2014,1923.569946,1902.01001,1924.030029,1902.01001,22.020019,11860010000,306000,386798,105.0799,138562,U
6/2/2014,1949.439941,1923.869995,1949.439941,1915.97998,33.459961,14147690000,314000,387342,105.4698,138866,D
6/9/2014,1936.160034,1948.969971,1955.550049,1925.780029,29.77002,13863870000,317000,387342,105.4698,138866,U
6/16/2014,1962.869995,1934.839966,1963.910034,1930.910034,33,16251000000,314000,387342,105.4698,138866,D
6/23/2014,1960.959961,1962.920044,1968.170044,1944.689941,23.480103,15983470000,316000,387342,105.4698,138866,U
6/30/2014,1985.439941,1960.790039,1985.589966,1958.219971,27.369995,11075160000,310000,387342,105.4698,138866,D
7/7/2014,1967.569946,1984.219971,1984.219971,1952.859985,31.359986,14692810000,305000,387623,105.4919,139068,U
7/14/2014,1978.219971,1969.859985,1983.939941,1955.589966,28.349975,15952350000,304000,387623,105.4919,139068,U
7/21/2014,1978.339966,1976.930054,1991.390015,1965.77002,25.619995,14213850000,295000,387623,105.4919,139068,D
7/28/2014,1925.150024,1978.25,1984.849976,1916.369995,68.479981,17417530000,302000,387623,105.4919,139068,U
8/4/2014,1931.589966,1926.619995,1942.920044,1904.780029,38.140015,16207390000,297000,391162,105.425,139298,U
8/11/2014,1955.060059,1933.430054,1964.040039,1928.290039,35.75,13747450000,307000,391162,105.425,139298,U
8/18/2014,1988.400024,1958.359985,1994.76001,1958.359985,36.400025,12814930000,302000,391162,105.425,139298,U
8/25/2014,2003.369995,1991.73999,2005.040039,1990.52002,14.520019,11571710000,298000,391162,105.425,139298,U
9/1/2014,2007.709961,2004.069946,2011.170044,1990.099976,21.070068,11520670000,302000,389808,105.7329,139578,D
9/8/2014,1985.540039,2007.170044,2007.170044,1980.26001,26.910034,14732610000,310000,389808,105.7329,139578,U
9/15/2014,2010.400024,1986.040039,2019.26001,1978.47998,40.78003,17261820000,291000,389808,105.7329,139578,D
9/22/2014,1982.849976,2009.079956,2009.079956,1965.98999,43.089966,16145360000,297000,389808,105.7329,139578,D
9/29/2014,1967.900024,1978.959961,1985.170044,1926.030029,59.140015,18807610000,292000,389808,105.7329,139578,D
10/6/2014,1906.130005,1970.01001,1977.839966,1906.050049,71.789917,20382540000,294000,390708,105.7898,139805,D
10/13/2014,1886.76001,1905.650024,1912.089966,1820.660034,91.429932,24810660000,278000,390708,105.7898,139805,U
10/20/2014,1964.579956,1885.619995,1965.27002,1882.300049,82.969971,17947860000,289000,390708,105.7898,139805,U
10/27/2014,2018.050049,1962.969971,2018.189941,1951.369995,66.819946,18810910000,288000,390708,105.7898,139805,U
11/3/2014,2031.920044,2018.209961,2034.26001,2001.01001,33.25,18652340000,280000,392405,106.6134,140117,U
11/10/2014,2039.819946,2032.01001,2046.180054,2030.170044,16.01001,16172310000,290000,392405,106.6134,140117,U
11/17/2014,2063.5,2038.290039,2071.459961,2034.459961,37,17004640000,296000,392405,106.6134,140117,U
11/24/2014,2067.560059,2065.070068,2075.76001,2064.75,11.01001,11770900000,304000,392405,106.6134,140117,U
12/1/2014,2075.370117,2065.780029,2079.469971,2049.570068,29.899903,18286300000,293000,388894,106.3797,140372,D
12/8/2014,2002.329956,2074.840088,2075.780029,2002.329956,73.450073,19961180000,287000,388894,106.3797,140372,U
12/15/2014,2070.649902,2005.030029,2077.850098,1972.560059,105.290039,25431950000,287000,388894,106.3797,140372,U
12/22/2014,2088.77002,2069.280029,2092.699951,2069.280029,23.419922,9565680000,276000,388894,106.3797,140372,D
12/29/2014,2058.199951,2087.629883,2093.550049,2046.040039,47.51001,10207410000,288000,388894,106.3797,140372,D
1/5/2015,2044.810059,2054.439941,2064.429932,1992.439941,71.989991,19362860000,296000,385630,105.6148,140606,D
1/12/2015,2019.420044,2046.130005,2056.929932,1988.119995,68.809937,20275570000,300000,385630,105.6148,140606,U
1/19/2015,2051.820068,2020.76001,2064.620117,2004.48999,60.130127,15424020000,297000,385630,105.6148,140606,D
1/26/2015,1994.98999,2050.419922,2057.620117,1989.180054,68.440063,19558890000,261000,385630,105.6148,140606,U
2/2/2015,2055.469971,1996.670044,2072.399902,1980.900024,91.499878,20821110000,286000,383816,105.4321,140844,U
2/9/2015,2096.98999,2053.469971,2097.030029,2041.880005,55.150024,18132050000,298000,383816,105.4321,140844,U
2/16/2015,2110.300049,2096.469971,2110.610107,2085.439941,25.170166,13260470000,289000,383816,105.4321,140844,D
2/23/2015,2104.5,2109.830078,2119.590088,2103,16.590088,16561930000,302000,383816,105.4321,140844,D
3/2/2015,2071.26001,2105.22998,2117.52002,2067.27002,50.25,17049500000,316000,391247,105.0745,140930,D
3/9/2015,2053.399902,2072.25,2083.48999,2039.689941,43.800049,17328980000,297000,391247,105.0745,140930,U
3/16/2015,2108.100098,2055.350098,2113.919922,2055.350098,58.569824,19504990000,291000,391247,105.0745,140930,D
3/23/2015,2061.02002,2107.98999,2114.860107,2045.5,69.360107,16498140000,289000,391247,105.0745,140930,U
3/30/2015,2066.959961,2064.110107,2088.969971,2048.379883,40.590088,12933470000,268000,391247,105.0745,140930,U
4/6/2015,2102.060059,2064.870117,2102.610107,2056.52002,46.090087,15962370000,285000,390624,104.6624,141192,D
4/13/2015,2081.179932,2102.030029,2111.909912,2072.370117,39.539795,17285170000,294000,390624,104.6624,141192,U
4/20/2015,2117.689941,2084.110107,2120.919922,2084.110107,36.809815,16604500000,298000,390624,104.6624,141192,D
4/27/2015,2108.290039,2119.290039,2125.919922,2077.590088,48.329834,18949060000,269000,390624,104.6624,141192,U
5/4/2015,2116.100098,2110.22998,2120.949951,2067.929932,53.020019,17753820000,267000,394564,104.2843,141536,U
5/11/2015,2122.72998,2115.560059,2123.889893,2085.570068,38.319825,15824270000,267000,394564,104.2843,141536,U
5/18/2015,2126.060059,2121.300049,2134.719971,2120.01001,14.709961,14852420000,276000,394564,104.2843,141536,D
5/25/2015,2107.389893,2125.340088,2126.219971,2099.179932,27.040039,13377830000,282000,394564,104.2843,141536,D
6/1/2015,2092.830078,2108.639893,2121.919922,2085.669922,36.25,15604780000,278000,394465,103.9927,141742,U
6/8/2015,2094.110107,2092.340088,2115.02002,2072.139893,42.880127,15214050000,279000,394465,103.9927,141742,U
6/15/2015,2109.98999,2091.340088,2126.649902,2072.48999,54.159912,17173880000,268000,394465,103.9927,141742,D
6/22/2015,2101.48999,2112.5,2129.870117,2095.379883,34.490234,17463770000,275000,394465,103.9927,141742,D
6/29/2015,2076.780029,2098.629883,2098.629883,2056.320068,42.309815,14481300000,278000,394465,103.9927,141742,D
7/6/2015,2076.620117,2073.949951,2083.73999,2044.02002,39.71997,18065680000,295000,397256,104.515,141996,U
7/13/2015,2126.639893,2080.030029,2128.909912,2080.030029,48.879883,15950490000,280000,397256,104.515,141996,D
7/20/2015,2079.649902,2126.850098,2132.820068,2077.090088,55.72998,17926480000,265000,397256,104.515,141996,U
7/27/2015,2103.840088,2078.189941,2114.23999,2063.52002,50.71997,19254140000,267000,397256,104.515,141996,D
8/3/2015,2077.570068,2104.48999,2112.659912,2067.909912,44.75,18841050000,271000,397197,104.5091,142153,U
8/10/2015,2091.540039,2080.97998,2105.350098,2052.090088,53.26001,17509360000,272000,397197,104.5091,142153,D
8/17/2015,1970.890015,2089.699951,2103.469971,1970.890015,132.579956,18271310000,276000,397197,104.5091,142153,U
8/24/2015,1988.869995,1965.150024,1993.47998,1867.01001,126.46997,26089970000,271000,397197,104.5091,142153,D
8/31/2015,1921.219971,1986.72998,1986.72998,1903.069946,83.660034,18717360000,279000,397197,104.5091,142153,U
9/7/2015,1961.050049,1927.300049,1988.630005,1927.300049,61.329956,14045680000,275000,397083,104.2038,142253,D
9/14/2015,1958.030029,1963.060059,2020.859985,1948.27002,72.589965,20075770000,267000,397083,104.2038,142253,D
9/21/2015,1931.339966,1960.839966,1979.640015,1908.920044,70.719971,18081540000,271000,397083,104.2038,142253,U
9/28/2015,1951.359985,1929.180054,1951.359985,1871.910034,79.449951,21346290000,276000,397083,104.2038,142253,U
10/5/2015,2014.890015,1954.329956,2020.130005,1954.329956,65.800049,20849400000,269000,395853,104.0045,142574,U
10/12/2015,2033.109985,2015.650024,2033.540039,1990.72998,42.810059,17281480000,261000,395853,104.0045,142574,U
10/19/2015,2075.149902,2031.72998,2079.73999,2017.219971,62.520019,18785920000,262000,395853,104.0045,142574,U
10/26/2015,2079.360107,2075.080078,2094.320068,2058.840088,35.47998,20565930000,262000,395853,104.0045,142574,U
11/2/2015,2099.199951,2080.76001,2116.47998,2080.76001,35.71997,20531860000,273000,397463,103.3965,142846,D
11/9/2015,2023.040039,2096.560059,2096.560059,2022.02002,74.540039,19691320000,275000,397463,103.3965,142846,U
11/16/2015,2089.169922,2022.079956,2097.060059,2019.390015,77.670044,19652690000,278000,397463,103.3965,142846,U
11/23/2015,2090.110107,2089.409912,2095.610107,2070.290039,25.320068,11792690000,260000,397463,103.3965,142846,U
11/30/2015,2091.689941,2090.949951,2104.27002,2042.349976,61.920044,20459190000,267000,397463,103.3965,142846,D
12/7/2015,2012.369995,2090.419922,2090.419922,2008.800049,81.619873,20618850000,277000,398762,102.9179,143085,D
12/14/2015,2005.550049,2013.369995,2076.719971,1993.26001,83.459961,24611890000,269000,398762,102.9179,143085,U
12/21/2015,2060.98999,2010.27002,2067.360107,2005.930054,61.430053,12177090000,262000,398762,102.9179,143085,D
12/28/2015,2043.939941,2057.77002,2081.560059,2043.619995,37.940064,10057270000,279000,398762,102.9179,143085,D
1/4/2016,1922.030029,2038.199951,2038.199951,1918.459961,119.73999,22089690000,278000,395246,103.4822,143211,D
1/11/2016,1880.329956,1926.119995,1950.329956,1857.829956,92.5,25291150000,278000,395246,103.4822,143211,U
1/18/2016,1906.900024,1888.660034,1908.849976,1812.290039,96.559937,21324990000,291000,395246,103.4822,143211,U
1/25/2016,1940.23999,1906.280029,1940.23999,1872.699951,67.540039,23703940000,266000,395246,103.4822,143211,D
2/1/2016,1880.050049,1936.939941,1947.199951,1872.22998,74.969971,24081930000,289000,396930,103.2685,143448,D
2/8/2016,1864.780029,1873.25,1881.599976,1810.099976,71.5,25488570000,265000,396930,103.2685,143448,U
2/15/2016,1917.780029,1871.439941,1930.680054,1871.439941,59.240113,18161550000,268000,396930,103.2685,143448,U
2/22/2016,1948.050049,1924.439941,1962.959961,1891,71.959961,20729330000,270000,396930,103.2685,143448,U
2/29/2016,1999.98999,1947.130005,2009.130005,1931.810059,77.319946,25206170000,267000,396930,103.2685,143448,U
3/7/2016,2022.189941,1996.109985,2022.369995,1969.25,53.119995,22103360000,262000,397086,102.5263,143673,U
3/14/2016,2049.580078,2019.27002,2052.360107,2005.22998,47.130127,22138770000,264000,397086,102.5263,143673,D
3/21/2016,2035.939941,2047.880005,2056.600098,2022.48999,34.110108,13842290000,271000,397086,102.5263,143673,U
3/28/2016,2072.780029,2037.890015,2075.070068,2028.310059,46.760009,17687000000,275000,397086,102.5263,143673,D
4/4/2016,2047.599976,2073.189941,2074.02002,2033.800049,40.219971,18552210000,271000,399739,102.8697,143826,U
4/11/2016,2080.72998,2050.22998,2087.840088,2039.73999,48.100098,19466730000,258000,399739,102.8697,143826,U
4/18/2016,2091.580078,2078.830078,2111.050049,2073.649902,37.400147,19364460000,257000,399739,102.8697,143826,D
4/25/2016,2065.300049,2089.370117,2099.889893,2052.280029,47.609864,19991600000,261000,399739,102.8697,143826,D
5/2/2016,2057.139893,2067.169922,2083.419922,2039.449951,43.969971,19877940000,276000,401076,102.7552,143869,D
5/9/2016,2046.609985,2057.550049,2084.870117,2043.130005,41.740112,18573070000,286000,401076,102.7552,143869,U
5/16/2016,2052.320068,2046.530029,2071.879883,2025.910034,45.969849,19066060000,277000,401076,102.7552,143869,U
5/23/2016,2099.060059,2052.22998,2099.060059,2047.26001,51.800049,16852120000,268000,401076,102.7552,143869,U
5/30/2016,2099.129883,2100.129883,2105.26001,2085.100098,20.159912,15300080000,268000,401076,102.7552,143869,D
6/6/2016,2096.070068,2100.830078,2120.550049,2089.959961,30.590088,17344140000,265000,405580,103.1249,144166,D
6/13/2016,2071.219971,2091.75,2098.120117,2050.370117,47.75,19277430000,273000,405580,103.1249,144166,D
6/20/2016,2037.410034,2075.580078,2113.320068,2032.569946,80.750122,20763870000,262000,405580,103.1249,144166,U
6/27/2016,2102.949951,2031.449951,2108.709961,1991.680054,117.029907,22140480000,267000,405580,103.1249,144166,U
7/4/2016,2129.899902,2095.050049,2131.709961,2074.02002,57.689941,14779810000,259000,404835,103.2173,144457,U
7/11/2016,2161.73999,2131.719971,2169.050049,2131.719971,37.330078,17441690000,254000,404835,103.2173,144457,U
7/18/2016,2175.030029,2162.040039,2175.629883,2159.01001,16.619873,15651690000,258000,404835,103.2173,144457,D
7/25/2016,2173.600098,2173.709961,2177.090088,2159.070068,18.02002,18198170000,263000,404835,103.2173,144457,U
8/1/2016,2182.870117,2173.149902,2182.870117,2147.580078,35.290039,18513540000,266000,404897,103.1459,144633,U
8/8/2016,2184.050049,2183.76001,2188.449951,2172,16.449951,16340620000,263000,404897,103.1459,144633,D
8/15/2016,2183.870117,2186.080078,2193.810059,2168.5,25.310059,16049210000,261000,404897,103.1459,144633,D
8/22/2016,2169.040039,2181.580078,2193.419922,2160.389893,33.030029,15278970000,260000,404897,103.1459,144633,U
8/29/2016,2179.97998,2170.189941,2184.870117,2157.090088,27.780029,15911210000,260000,404897,103.1459,144633,D
9/5/2016,2127.810059,2181.610107,2187.870117,2127.810059,60.060058,14728870000,257000,407368,102.9898,144882,U
9/12/2016,2139.159912,2120.860107,2163.300049,2119.120117,44.179932,20204330000,258000,407368,102.9898,144882,U
9/19/2016,2164.689941,2143.98999,2179.98999,2135.909912,44.080078,16885840000,252000,407368,102.9898,144882,U
9/26/2016,2168.27002,2158.540039,2175.300049,2141.550049,33.75,18967960000,253000,407368,102.9898,144882,D
10/3/2016,2153.73999,2164.330078,2165.860107,2144.01001,21.850097,17876430000,247000,410517,103.1742,145006,D
10/10/2016,2132.97998,2160.389893,2169.600098,2114.719971,54.880127,16140520000,248000,410517,103.1742,145006,U
10/17/2016,2141.159912,2132.949951,2148.439941,2124.429932,24.010009,16149080000,258000,410517,103.1742,145006,D
10/24/2016,2126.409912,2148.5,2154.790039,2119.360107,35.429932,19108200000,255000,410517,103.1742,145006,D
10/31/2016,2085.179932,2129.780029,2133.25,2083.790039,49.459961,20427740000,261000,410517,103.1742,145006,U
11/7/2016,2164.449951,2100.590088,2182.300049,2100.590088,81.709961,25356830000,250000,409698,102.9478,145170,U
11/14/2016,2181.899902,2165.639893,2189.889893,2156.080078,33.809815,21123210000,239000,409698,102.9478,145170,U
11/21/2016,2213.350098,2186.429932,2213.350098,2186.429932,26.920166,12568190000,248000,409698,102.9478,145170,D
11/28/2016,2191.949951,2210.209961,2214.100098,2187.439941,26.660157,21589430000,262000,409698,102.9478,145170,U
12/5/2016,2259.530029,2200.649902,2259.800049,2199.969971,59.830078,20337430000,251000,415639,103.7675,145325,D
12/12/2016,2258.070068,2258.830078,2277.530029,2248.439941,29.090088,22387610000,251000,415639,103.7675,145325,U
12/19/2016,2263.790039,2259.23999,2272.560059,2256.080078,16.479981,14296250000,265000,415639,103.7675,145325,D
12/26/2016,2238.830078,2266.22998,2273.820068,2233.620117,40.199951,9386710000,258000,415639,103.7675,145325,U
1/2/2017,2276.97998,2251.570068,2282.100098,2245.129883,36.970215,14637130000,241000,417141,103.4572,145541,D
1/9/2017,2274.639893,2273.590088,2279.27002,2254.25,25.02002,17020210000,245000,417141,103.4572,145541,D
1/16/2017,2271.310059,2269.139893,2276.959961,2258.409912,18.550049,13591180000,241000,417141,103.4572,145541,U
1/23/2017,2294.689941,2267.780029,2300.98999,2257.02002,43.96997,17555940000,252000,417141,103.4572,145541,U
1/30/2017,2297.419922,2286.01001,2298.310059,2267.209961,31.100098,19001010000,250000,417141,103.4572,145541,U
2/6/2017,2316.100098,2294.280029,2319.22998,2285.379883,33.850097,17320440000,237000,416196,103.7038,145773,U
2/13/2017,2351.159912,2321.719971,2351.310059,2321.419922,29.890137,17831660000,248000,416196,103.7038,145773,U
2/20/2017,2367.340088,2354.909912,2368.26001,2352.870117,15.389893,14895280000,247000,416196,103.7038,145773,U
2/27/2017,2383.120117,2365.22998,2400.97998,2358.959961,42.020019,19514510000,227000,416196,103.7038,145773,D
3/6/2017,2372.600098,2375.22998,2378.800049,2354.540039,24.26001,17712480000,252000,416718,103.9162,145823,U
3/13/2017,2378.25,2371.560059,2390.01001,2358.179932,31.830078,18757070000,246000,416718,103.9162,145823,D
3/20/2017,2343.97998,2378.23999,2381.929932,2335.73999,46.189942,17128980000,261000,416718,103.9162,145823,U
3/27/2017,2362.719971,2329.110107,2370.419922,2322.25,48.169922,16227480000,259000,416718,103.9162,145823,D
4/3/2017,2355.540039,2362.340088,2378.360107,2344.72998,33.630127,16648230000,235000,418413,105.0468,146030,D
4/10/2017,2328.949951,2357.159912,2366.370117,2328.949951,37.420166,12243670000,234000,418413,105.0468,146030,U
4/17/2017,2348.689941,2332.620117,2361.370117,2332.51001,28.860107,16765230000,243000,418413,105.0468,146030,U
4/24/2017,2384.199951,2370.330078,2398.159912,2369.189941,28.969971,19608540000,257000,418413,105.0468,146030,U
