Date,Open,High,Low,Close,Volume,Range,MA21,MA50,Engulf,Direction
6/10/1970,76.25,76.620003,74.919998,75.480003,7240000,1.700005,75.16380933,80.2783995,0,D
6/11/1970,75.480003,75.519997,73.959999,74.449997,7770000,1.559998,75.06476162,79.97159942,0,D
6/12/1970,74.449997,74.839996,73.25,73.879997,8890000,1.589996,74.99047567,79.66139938,0,U
6/15/1970,73.879997,75.269997,73.669998,74.580002,6920000,1.599999,74.87999948,79.37779938,0,U
6/16/1970,74.580002,76.760002,74.209999,76.150002,11330000,2.550003,74.84142819,79.13039948,0,D
6/17/1970,76.150002,78.040001,75.629997,76,9870000,2.410004,74.86714252,78.88059952,0,U
6/18/1970,76,77.169998,74.989998,76.510002,8870000,2.18,75.00952371,78.64019958,0,U
6/19/1970,76.510002,78.050003,76.309998,77.050003,10980000,1.740005,75.24238081,78.41639968,0,D
6/22/1970,77.050003,77.43,75.610001,76.639999,8700000,1.819999,75.45142838,78.19639968,0,D
6/23/1970,76.639999,76.830002,74.519997,74.760002,10790000,2.310005,75.66619038,77.95379974,0,D
6/24/1970,74.760002,75.419998,73.400002,73.970001,12630000,2.019996,75.88904752,77.6985997,0,U
6/25/1970,73.970001,74.93,73.300003,74.019997,8200000,1.629997,75.94857133,77.4613997,0,D
6/26/1970,74.019997,74.68,73.089996,73.470001,9160000,1.590004,75.89428562,77.21739976,0,D
6/29/1970,73.470001,73.860001,72.339996,72.889999,8770000,1.520005,75.71999971,76.9585997,0,D
6/30/1970,72.889999,73.889999,72.25,72.720001,9280000,1.639999,75.47619043,76.70539978,1,U
7/1/1970,72.720001,73.660004,72.110001,72.940002,8610000,1.550003,75.24285738,76.47879988,0,D
7/2/1970,72.940002,73.919998,72.43,72.919998,8440000,1.489998,74.97619076,76.27639982,0,D
7/6/1970,72.919998,73.120003,71.379997,71.779999,9340000,1.740006,74.71047638,76.05659986,0,D
7/7/1970,71.779999,72.32,70.690002,71.230003,10470000,1.629998,74.47523852,75.85199994,0,U
7/8/1970,71.230003,73.300003,70.989998,73,10970000,2.310005,74.31857181,75.7066,0,U
7/9/1970,73,74.769997,72.879997,74.059998,12820000,1.89,74.214286,75.5516,0,U
7/10/1970,74.059998,75.209999,73.489998,74.449997,10160000,1.720001,74.1652381,75.4102,0,U
7/13/1970,74.449997,75.370003,73.830002,74.550003,7450000,1.540001,74.17000029,75.27240002,0,D
7/14/1970,74.550003,75.040001,73.779999,74.419998,7360000,1.260002,74.19571462,75.17339992,0,U
7/15/1970,74.419998,75.68,74.059998,75.230003,8860000,1.620002,74.22666705,75.10600002,0,U
7/16/1970,75.230003,77.089996,75.120003,76.339996,12200000,1.969993,74.23571438,75.04339992,0,U
7/17/1970,76.370003,78.230003,76.370003,77.690002,13870000,1.86,74.31619067,75.00059992,0,U
7/20/1970,77.690002,78.720001,77.040001,77.790001,11660000,1.68,74.377143,74.9675999,0,D
7/21/1970,77.790001,77.940002,76.389999,76.980003,9940000,1.550003,74.37380967,74.9352,0,U
7/22/1970,76.980003,78.199997,76.220001,77.029999,12460000,1.979996,74.3923811,74.91880002,1,U
7/23/1970,77.029999,78.510002,76.459999,78,12460000,2.050003,74.54666671,74.94820004,0,D
7/24/1970,78,78.480003,76.959999,77.82,9520000,1.520004,74.73,74.9958,0,D
7/27/1970,77.82,78.269997,77.07,77.650002,7460000,1.199997,74.90285738,75.0108,0,U
7/28/1970,77.650002,78.349998,76.959999,77.769997,9040000,1.389999,75.1076191,75.02699996,1,U
7/29/1970,77.769997,78.809998,77.279999,78.040001,12580000,1.529999,75.35285729,75.0786,0,U
7/30/1970,78.040001,78.660004,77.360001,78.07,10430000,1.300003,75.60761914,75.16960006,0,D
7/31/1970,78.07,79.029999,77.440002,78.050003,11640000,1.589997,75.85095252,75.28740004,0,D
8/3/1970,78.050003,78.239998,76.559998,77.019997,7650000,1.68,76.04619057,75.38279998,0,U
8/4/1970,77.019997,77.559998,76.120003,77.190002,8310000,1.439995,76.30380976,75.52160002,0,D
8/5/1970,77.190002,77.860001,76.589996,77.18,7660000,1.270005,76.58714295,75.6794,0,D
8/6/1970,77.18,77.68,76.389999,77.080002,7560000,1.290001,76.78142876,75.7656001,0,U
8/7/1970,77.080002,78.089996,76.459999,77.279999,9370000,1.629997,76.93476214,75.81900006,0,D
8/10/1970,77.279999,77.400002,75.720001,76.199997,7580000,1.680001,77.01809548,75.81199994,0,D
8/11/1970,76.199997,76.330002,75.160004,75.82,7330000,1.169998,77.07857152,75.77160002,0,D
8/12/1970,75.82,76.239998,75.040001,75.419998,7440000,1.199997,77.12619057,75.72320006,0,D
8/13/1970,75.419998,75.690002,74.129997,74.760002,8640000,1.560005,77.10380957,75.64800016,0,U
8/14/1970,74.760002,75.739998,74.389999,75.18,7850000,1.349999,77.04857167,75.60440014,0,U
8/17/1970,75.18,75.790001,74.519997,75.330002,6940000,1.270004,76.93619071,75.58760022,0,U
8/18/1970,75.330002,76.790001,75.300003,76.199997,9500000,1.489998,76.86047624,75.58580014,0,U
8/19/1970,76.199997,77.580002,76.010002,76.959999,9870000,1.57,76.85952367,75.60000012,0,U
8/20/1970,76.959999,77.989998,76.300003,77.839996,10170000,1.689995,76.89809495,75.64719998,0,U
8/21/1970,77.839996,79.599998,77.459999,79.239998,13420000,2.139999,76.95714248,75.743,0,U
8/24/1970,79.410004,81.620003,79.410004,80.989998,18910000,2.209999,77.10809476,75.88520002,0,U
8/25/1970,80.989998,81.809998,79.690002,81.120003,17520000,2.119996,77.2733329,76.01600004,0,U
8/26/1970,81.120003,82.260002,80.599998,81.209999,15970000,1.660004,77.43714252,76.11719998,0,D
8/27/1970,81.209999,81.910004,80.129997,81.080002,12440000,1.780007,77.58190448,76.21880002,0,U
8/28/1970,81.080002,82.470001,80.690002,81.860001,13820000,1.779999,77.76238071,76.3258,0,D
8/31/1970,81.860001,82.330002,80.949997,81.519997,10740000,1.380005,77.92761852,76.41519988,0,D
9/1/1970,81.519997,81.800003,80.43,80.949997,10960000,1.370003,78.11476138,76.50139984,0,U
9/2/1970,80.949997,81.349998,79.949997,80.959999,9710000,1.400001,78.29428505,76.62539978,0,U
9/3/1970,80.959999,82.629997,80.879997,82.089996,14110000,1.75,78.52809438,76.78779968,0,U
9/4/1970,82.089996,83.419998,81.790001,82.830002,15360000,1.629997,78.8019039,76.96399978,0,U
9/8/1970,82.830002,83.690002,81.480003,83.040001,17110000,2.209999,79.07618971,77.15539978,1,D
9/9/1970,83.040001,83.779999,81.900002,82.790001,16250000,1.879997,79.38999943,77.35339982,0,D
9/10/1970,82.790001,82.980003,81.620003,82.300003,11900000,1.36,79.698571,77.54499986,0,U
9/11/1970,82.300003,83.190002,81.809998,82.519997,12140000,1.380004,80.03666619,77.73659976,0,D
9/14/1970,82.519997,83.129997,81.43,82.07,11900000,1.699997,80.38476133,77.9195998,0,D
9/15/1970,82.07,82.110001,80.75,81.360001,9830000,1.360001,80.6790471,78.11119984,0,U
9/16/1970,81.360001,82.57,80.610001,81.790001,12090000,1.959999,80.9866661,78.3223998,1,U
9/17/1970,81.790001,83.089996,81.510002,82.290001,15530000,1.579994,81.27666629,78.50819982,0,U
9/18/1970,82.290001,83.5,81.769997,82.620003,15900000,1.730003,81.54619029,78.67939992,0,D
9/21/1970,82.620003,83.150002,81.519997,81.910004,12540000,1.630005,81.74000019,78.82860006,0,D
9/22/1970,81.910004,82.239998,80.82,81.860001,12110000,1.419998,81.86476224,78.97480002,0,U
9/23/1970,81.860001,83.150002,81.519997,81.910004,16940000,1.630005,81.90857205,79.12460014,0,D
9/24/1970,81.910004,82.239998,80.82,81.660004,21340000,1.419998,81.93428638,79.25320016,0,U
9/25/1970,81.660004,83.599998,81.410004,82.830002,20470000,2.189994,82.01142938,79.38300028,0,U
9/28/1970,82.830002,84.559998,82.610001,83.910004,14390000,1.949997,82.14619138,79.50740032,0,D
9/29/1970,83.910004,84.57,83.110001,83.860001,17880000,1.459999,82.24142948,79.62880032,0,U
9/30/1970,83.860001,84.989998,82.779999,84.300003,14830000,2.209999,82.37381071,79.77520032,1,U
10/1/1970,84.300003,84.699997,83.459999,84.32,9700000,1.239998,82.53428705,79.92100034,0,U
10/2/1970,84.32,85.559998,84.059998,85.160004,15420000,1.5,82.73428729,80.06420042,0,U
10/5/1970,85.160004,86.989998,85.010002,86.470001,19760000,1.979996,82.94285895,80.23720044,0,U
10/6/1970,86.470001,87.75,86.040001,86.849998,20240000,1.709999,83.13428733,80.42120036,0,U
10/7/1970,86.849998,87.470001,85.550003,86.889999,15610000,1.919998,83.31762057,80.6036004,0,D
10/8/1970,86.889999,87.370003,85.550003,85.949997,14500000,1.82,83.46809657,80.76180032,0,D
10/9/1970,85.949997,86.25,84.540001,85.080002,13980000,1.709999,83.60047748,80.90200036,0,D
10/12/1970,85.050003,85.050003,83.580002,84.169998,8570000,1.470001,83.67904895,81.02440026,0,D
10/13/1970,84.169998,84.699997,83.239998,84.059998,9500000,1.459999,83.77381076,81.16520028,0,U
10/14/1970,84.059998,84.830002,83.419998,84.190002,9920000,1.410004,83.90857271,81.30520028,0,U
10/15/1970,84.190002,85.279999,83.82,84.650002,11250000,1.459999,84.04476324,81.45460032,0,D
10/16/1970,84.650002,85.209999,83.830002,84.279999,11300000,1.379997,84.13952505,81.59860026,0,D
10/19/1970,84.279999,84.290001,82.809998,83.150002,9890000,1.480003,84.1647631,81.71600032,0,U
10/20/1970,83.150002,84.190002,82.620003,83.639999,10630000,1.569999,84.24714381,81.86480036,0,U
10/21/1970,83.639999,84.720001,83.209999,83.660004,11330000,1.510002,84.33285824,82.02160044,0,D
10/22/1970,83.660004,84.040001,82.769997,83.379997,9000000,1.270004,84.4028579,82.18080042,0,U
10/23/1970,83.379997,84.300003,82.910004,83.769997,10270000,1.389999,84.50333376,82.36100032,0,D
10/26/1970,83.769997,84.260002,82.889999,83.309998,9200000,1.370003,84.52619071,82.52360028,0,D
10/27/1970,83.309998,83.730003,82.519997,83.120003,9680000,1.210006,84.48857162,82.6794003,0,U
10/28/1970,83.120003,83.809998,82.290001,83.43,10660000,1.519997,84.46809538,82.82400036,1,D
10/29/1970,83.43,84.099998,82.82,83.360001,10440000,1.279998,84.42333338,82.9520004,0,D
10/30/1970,83.360001,83.800003,82.519997,83.25,10520000,1.280006,84.372381,83.06020048,0,U
11/2/1970,83.25,83.989998,82.660004,83.510002,9470000,1.329994,84.29380948,83.14560056,0,U
11/3/1970,83.510002,84.769997,83.209999,84.220001,11760000,1.559998,84.18666662,83.21020062,0,U
11/4/1970,84.220001,85.260002,83.82,84.389999,12180000,1.440002,84.06952381,83.27560054,0,D
11/5/1970,84.389999,84.790001,83.529999,84.099998,10800000,1.260002,83.93666662,83.33340052,0,U
11/6/1970,84.099998,84.730003,83.550003,84.220001,9970000,1.18,83.85428586,83.3962005,0,U
11/9/1970,84.220001,85.269997,83.82,84.669998,10890000,1.449997,83.83476186,83.45240044,0,U
11/10/1970,84.669998,85.690002,84.18,84.790001,12030000,1.510002,83.86428581,83.51780052,0,U
11/11/1970,84.790001,86.239998,84.690002,85.029999,13520000,1.549996,83.91047633,83.59940056,0,D
11/12/1970,85.029999,85.540001,83.809998,84.150002,12520000,1.730003,83.90857157,83.66320062,0,D
11/13/1970,84.150002,84.330002,82.919998,83.370003,11890000,1.410004,83.84761924,83.68880076,0,D
11/16/1970,83.370003,83.75,82.339996,83.239998,9160000,1.410004,83.79809538,83.69700068,0,U
11/17/1970,83.239998,84.169998,82.809998,83.470001,9450000,1.36,83.81333343,83.70560068,0,D
11/18/1970,83.470001,83.529999,82.410004,82.790001,9850000,1.119995,83.77285733,83.70560068,0,U
11/19/1970,82.790001,83.480003,82.230003,82.910004,9280000,1.25,83.73714305,83.7178007,0,U
11/20/1970,82.910004,84.059998,82.489998,83.720001,10920000,1.57,83.75333371,83.74180078,0,U
11/23/1970,83.720001,84.919998,83.470001,84.239998,12720000,1.449997,83.77571471,83.78520074,0,U
11/24/1970,84.239998,85.18,83.589996,84.779999,12560000,1.590004,83.84571476,83.8536007,0,U
11/25/1970,84.779999,85.699997,84.349998,85.089996,13490000,1.349999,83.93952395,83.9196006,0,U
11/27/1970,85.089996,86.209999,84.669998,85.93,10130000,1.540001,84.05857157,83.99240058,0,U
11/30/1970,85.93,87.599998,85.790001,87.199997,17700000,1.809997,84.24142852,84.08400046,0,U
12/1/1970,87.199997,88.610001,86.110001,87.470001,20170000,2.5,84.44238095,84.1952004,0,U
12/2/1970,87.470001,88.830002,86.720001,88.480003,17960000,2.110001,84.67904767,84.32760044,0,U
12/3/1970,88.480003,89.870003,88.110001,88.900002,20480000,1.760002,84.90190486,84.4674004,0,U
12/4/1970,88.900002,89.889999,88.120003,89.459999,15980000,1.769996,85.14333343,84.6234003,0,U
12/7/1970,89.459999,90.389999,88.760002,89.940002,15530000,1.629997,85.42142886,84.7656003,0,D
12/8/1970,89.940002,90.470001,88.870003,89.470001,14370000,1.599998,85.67142886,84.87680024,0,U
12/9/1970,89.470001,90.029999,88.480003,89.540001,13550000,1.549996,85.90333376,84.99040024,0,U
12/10/1970,89.540001,90.870003,89.010002,89.919998,14610000,1.860001,86.14761933,85.10280014,0,U
12/11/1970,89.919998,90.93,89.440002,90.260002,15790000,1.489998,86.3966671,85.22160018,0,D
12/14/1970,90.260002,90.809998,89.279999,89.800003,13810000,1.529999,86.66571476,85.31440016,0,D
12/15/1970,89.800003,90.32,88.93,89.660004,13420000,1.39,86.96523862,85.37820022,0,U
12/16/1970,89.660004,90.220001,88.769997,89.720001,14240000,1.450004,87.27381019,85.43560028,0,U
12/17/1970,89.720001,90.610001,89.309998,90.040001,13660000,1.300003,87.58666733,85.49860032,0,U
12/18/1970,90.040001,90.769997,89.419998,90.220001,14360000,1.349999,87.94047686,85.5840004,0,D
12/21/1970,90.220001,90.769997,89.360001,89.940002,12690000,1.409996,88.27523867,85.6812004,1,U
12/22/1970,89.940002,90.839996,89.349998,90.040001,14510000,1.489998,88.57619105,85.79860046,1,U
12/23/1970,90.040001,90.860001,89.349998,90.099998,15400000,1.510003,88.85523867,85.91940046,1,U
12/24/1970,90.099998,91.080002,89.809998,90.610001,12140000,1.270004,89.13285781,86.04780044,0,U
12/28/1970,90.610001,91.489998,90.279999,91.089996,12290000,1.209999,89.4185721,86.17660032,0,U
12/29/1970,91.089996,92.379997,90.730003,92.080002,17750000,1.649994,89.71142933,86.33260038,0,U
12/30/1970,92.080002,92.989998,91.599998,92.269997,19140000,1.39,89.9528579,86.51500028,0,D
12/31/1970,92.269997,92.790001,91.360001,92.150002,13390000,1.43,90.1757151,86.68520034,0,D
1/4/1971,92.150002,92.190002,90.639999,91.150002,10010000,1.550003,90.3028579,86.8350003,0,U
1/5/1971,91.150002,92.279999,90.690002,91.800003,12600000,1.589997,90.44095319,87.00340042,0,U
1/6/1971,91.800003,93,91.5,92.349998,16960000,1.5,90.57857219,87.17500044,0,U
1/7/1971,92.349998,93.260002,91.75,92.379997,16460000,1.510002,90.69476243,87.35640042,0,D
1/8/1971,92.379997,93.019997,91.599998,92.190002,14100000,1.419999,90.82428629,87.5378004,0,D
1/11/1971,92.190002,92.669998,90.989998,91.980003,14720000,1.68,90.94047686,87.70880046,0,U
1/12/1971,91.980003,93.279999,91.629997,92.720001,17820000,1.650002,91.07381033,87.89600046,0,D
1/13/1971,92.720001,93.660004,91.879997,92.559998,19070000,1.780007,91.18333395,88.08220042,0,U
1/14/1971,92.559998,93.360001,91.669998,92.800003,17600000,1.690003,91.3261911,88.26800044,0,U
1/15/1971,92.800003,93.940002,92.25,93.029999,18010000,1.690002,91.48666705,88.4442004,0,U
1/18/1971,93.029999,94.110001,92.629997,93.410004,15400000,1.480004,91.66238148,88.6246005,0,U
1/19/1971,93.410004,94.279999,92.849998,93.760002,15800000,1.430001,91.83952438,88.81780058,0,U
1/20/1971,93.760002,94.529999,93.07,93.779999,18330000,1.459999,92.0090481,89.00900054,0,U
1/21/1971,93.779999,94.690002,93.150002,94.190002,19060000,1.54,92.21142905,89.19940062,0,U
1/22/1971,94.190002,95.529999,93.959999,94.879997,21680000,1.57,92.44190505,89.40120054,0,U
1/25/1971,94.879997,95.93,94.160004,95.279999,19050000,1.769996,92.68857176,89.60620054,0,U
1/26/1971,95.279999,96.360001,94.690002,95.589996,21380000,1.669999,92.92571438,89.83500042,0,D
1/27/1971,95.589996,95.779999,93.959999,94.889999,20640000,1.82,93.1066669,90.06540034,0,U
1/28/1971,94.889999,95.779999,94.120003,95.209999,18840000,1.659996,93.25571438,90.30480036,0,U
1/29/1971,95.209999,96.489998,94.790001,95.879997,20960000,1.699997,93.42761914,90.55300028,0,U
2/1/1971,95.879997,97.050003,95.379997,96.419998,20650000,1.670006,93.63095229,90.82560022,0,U
2/2/1971,96.419998,97.190002,95.599998,96.43,22030000,1.590004,93.88238076,91.09600014,0,U
2/3/1971,96.43,97.190002,95.580002,96.629997,21680000,1.61,94.11238048,91.35420006,1,D
2/4/1971,96.629997,97.260002,95.690002,96.620003,20860000,1.57,94.31571405,91.60180016,0,U
2/5/1971,96.620003,97.580002,95.839996,96.93,20480000,1.740006,94.53238086,91.84480018,0,U
2/8/1971,96.93,98.040001,96.129997,97.449997,25590000,1.910004,94.78285681,92.0920002,0,U
2/9/1971,97.449997,98.5,96.900002,97.510002,28250000,1.599998,95.0461901,92.32360024,0,D
2/10/1971,97.510002,97.970001,96.230003,97.389999,19040000,1.739998,95.26857095,92.52740028,0,U
2/11/1971,97.389999,98.489998,96.989998,97.910004,19260000,1.5,95.52333314,92.73620034,0,U
2/12/1971,97.910004,98.959999,97.559998,98.43,18470000,1.400001,95.79142824,92.93520028,0,U
2/16/1971,98.43,99.589996,97.849998,98.660004,21350000,1.739998,96.05952371,93.13040032,0,D
2/17/1971,98.660004,99.32,97.32,98.199997,18720000,2,96.28761862,93.30520028,0,D
2/18/1971,98.199997,98.599998,96.959999,97.559998,16650000,1.639999,96.46857081,93.4576002,0,D
2/19/1971,97.559998,97.790001,96.25,96.739998,17860000,1.540001,96.60952314,93.60300014,0,D
2/22/1971,96.650002,96.650002,94.970001,95.720001,15840000,1.680001,96.68238024,93.72660014,0,U
2/23/1971,95.720001,96.669998,94.919998,96.089996,15080000,1.75,96.73999924,93.8500001,1,U
2/24/1971,96.089996,97.339996,95.860001,96.730003,15930000,1.479995,96.80904705,93.97940012,0,U
2/25/1971,96.730003,97.709999,96.080002,96.959999,16200000,1.629997,96.87428529,94.12260004,0,D
2/26/1971,96.959999,97.540001,95.839996,96.75,17250000,1.700005,96.96285676,94.26439996,0,U
3/1/1971,96.75,97.480003,96.110001,97,13020000,1.370002,97.0480949,94.40999994,0,D
3/2/1971,97,97.599998,96.32,96.980003,14870000,1.279998,97.10047614,94.54879998,0,D
3/3/1971,96.980003,97.540001,96.300003,96.949997,14680000,1.239998,97.12571419,94.6833999,0,U
3/4/1971,96.949997,98.379997,96.900002,97.919998,17350000,1.479995,97.19666648,94.84299982,0,U
3/5/1971,97.919998,99.489998,97.82,98.959999,22430000,1.669998,97.30761895,95.02139978,0,U
3/8/1971,98.959999,99.440002,98.419998,99.379997,19340000,1.020004,97.43904724,95.20699976,0,U
3/9/1971,99.379997,100.309998,98.720001,99.459999,20490000,1.589997,97.55952338,95.38399972,0,D
3/10/1971,99.459999,100.099998,98.629997,99.300003,17220000,1.470001,97.6476189,95.54819986,0,U
3/11/1971,99.300003,100.290001,98.57,99.389999,19830000,1.720001,97.73714257,95.6943998,1,U
3/12/1971,99.389999,100.089996,98.639999,99.57,14680000,1.449997,97.84095214,95.84039986,0,U
3/15/1971,99.57,101.150002,99.120003,100.709999,18920000,2.029999,97.97428524,96.0115998,0,U
3/16/1971,100.709999,101.940002,100.360001,101.209999,22270000,1.580001,98.10666614,96.21279974,0,D
3/17/1971,101.209999,101.660004,99.980003,101.120003,17070000,1.680001,98.22380895,96.39919974,0,U
3/18/1971,101.120003,102.029999,100.43,101.190002,17910000,1.599999,98.36619014,96.57599982,0,D
3/19/1971,101.190002,101.739998,100.349998,101.010002,15150000,1.39,98.53047605,96.74859992,0,D
3/22/1971,101.010002,101.459999,100.080002,100.620003,14290000,1.379997,98.71523819,96.91719994,0,D
3/23/1971,100.620003,101.059998,99.620003,100.279999,16470000,1.439995,98.93238095,97.08319986,0,D
3/24/1971,100.279999,100.629997,99.150002,99.620003,15770000,1.479995,99.10047652,97.2211999,0,D
3/25/1971,99.620003,100.029999,98.360001,99.610001,15870000,1.669998,99.23761929,97.36219996,0,U
3/26/1971,99.610001,100.650002,99.18,99.949997,15560000,1.470002,99.38000014,97.50519984,0,U
3/29/1971,99.949997,100.739998,99.360001,100.029999,13650000,1.379997,99.53619057,97.64519984,0,U
3/30/1971,100.029999,100.860001,99.410004,100.260002,15430000,1.449997,99.69142876,97.7821998,0,U
3/31/1971,100.260002,101.050003,99.690002,100.309998,17610000,1.360001,99.84999995,97.91319972,0,U
4/1/1971,100.309998,100.989998,99.629997,100.389999,13470000,1.360001,100.0138096,98.04539972,0,U
4/2/1971,100.389999,101.230003,99.860001,100.559998,14520000,1.370002,100.1395239,98.17279964,0,U
4/5/1971,100.559998,101.410004,99.879997,100.790001,16040000,1.530007,100.2266668,98.29099972,0,U
4/6/1971,100.790001,102.110001,100.300003,101.510002,19990000,1.809998,100.3280956,98.41559978,0,U
4/7/1971,101.510002,102.870003,101.129997,101.980003,22270000,1.740006,100.4480958,98.54339992,0,U
4/8/1971,101.980003,102.860001,101.300003,102.099998,17590000,1.559998,100.5814289,98.6875999,0,U
4/12/1971,102.099998,103.540001,101.75,102.879997,19410000,1.790001,100.7476193,98.84099986,0,U
4/13/1971,102.879997,103.959999,102.25,102.980003,23200000,1.709999,100.9100004,98.98299998,0,U
4/14/1971,102.980003,104.010002,102.279999,103.370003,19440000,1.730003,101.0366672,99.12200008,0,U
4/15/1971,103.370003,104.400002,102.760002,103.519997,22540000,1.64,101.1466671,99.26380002,0,D
4/16/1971,103.519997,104.18,102.68,103.489998,18280000,1.5,101.259524,99.40100004,0,U
4/19/1971,103.489998,104.629997,103.089996,104.010002,17730000,1.540001,101.3938098,99.54880002,0,D
4/20/1971,104.010002,104.580002,103.059998,103.610001,17880000,1.520004,101.5176192,99.68240004,0,D
4/21/1971,103.610001,104.160004,102.550003,103.360001,17040000,1.610001,101.6480953,99.80060012,0,U
4/22/1971,103.360001,104.269997,102.580002,103.559998,19270000,1.689995,101.8042858,99.92160004,0,U
4/23/1971,103.559998,104.629997,102.790001,104.050003,20150000,1.839996,102.0152381,100.0548001,0,D
4/26/1971,104.050003,104.830002,103.190002,103.940002,18860000,1.64,102.2214287,100.1754001,0,U
4/27/1971,103.940002,105.07,103.230003,104.589996,21250000,1.839997,102.442381,100.2986,0,U
4/28/1971,104.589996,105.599998,103.849998,104.769997,24820000,1.75,102.6680952,100.4207999,0,D
4/29/1971,104.769997,105.580002,103.900002,104.629997,20340000,1.68,102.8761902,100.5493999,0,D
4/30/1971,104.629997,104.959999,103.25,103.949997,17490000,1.709999,103.0495235,100.6771998,0,D
5/3/1971,103.949997,104.110001,102.370003,103.290001,16120000,1.739998,103.1876188,100.8081999,0,U
5/4/1971,103.290001,104.360001,102.709999,103.790001,17310000,1.650002,103.3414285,100.9695999,0,D
5/5/1971,103.790001,104.279999,102.68,103.779999,17270000,1.599999,103.4838093,101.1234,0,D
5/6/1971,103.779999,104.419998,102.800003,103.230003,19300000,1.619995,103.5657141,101.2534,0,D
5/7/1971,103.230003,103.5,101.860001,102.870003,16490000,1.639999,103.6080951,101.3716,0,D
5/10/1971,102.870003,103.150002,101.709999,102.360001,12810000,1.440003,103.6204762,101.4838001,0,U
5/11/1971,102.360001,103.370003,101.5,102.620003,17730000,1.870003,103.6080955,101.5962001,1,U
5/12/1971,102.620003,103.57,102.120003,102.900002,15140000,1.449997,103.604286,101.7146001,0,D
5/13/1971,102.900002,103.57,101.980003,102.690002,17640000,1.589997,103.571905,101.8294002,1,D
5/14/1971,102.690002,103.169998,101.650002,102.209999,16430000,1.519996,103.5095241,101.9152002,0,D
5/17/1971,102.080002,102.080002,100.25,100.690002,15980000,1.830002,103.376191,101.9498003,0,U
5/18/1971,100.690002,101.620003,99.68,100.830002,17640000,1.940003,103.2247624,101.9788004,0,U
5/19/1971,100.830002,101.75,100.300003,101.07,17640000,1.449997,103.10381,102.0110004,0,U
5/20/1971,101.07,102.169998,100.610001,101.309998,11740000,1.559997,103.0061908,102.0512003,0,D
5/21/1971,101.309998,101.839996,100.410004,100.989998,12090000,1.429992,102.8838098,102.0832003,0,D
5/24/1971,100.989998,101.239998,99.720001,100.129997,12060000,1.519997,102.6971429,102.0944002,0,D
5/25/1971,100.129997,100.389999,98.730003,99.470001,16050000,1.659996,102.4842857,102.0696003,0,U
5/26/1971,99.470001,100.489998,98.93,99.589996,13550000,1.559998,102.2461904,102.0372002,0,D
5/27/1971,99.589996,100.139999,98.779999,99.400002,12610000,1.36,101.9904764,102.0028002,0,U
5/28/1971,99.400002,100.169998,98.68,99.629997,11760000,1.489998,101.7523811,101.9716001,1,U
6/1/1971,99.629997,100.760002,99.220001,100.199997,11930000,1.540001,101.5738097,101.9554,0,U
6/2/1971,100.199997,101.529999,99.889999,100.959999,17740000,1.64,101.4628572,101.9621999,0,U
6/3/1971,100.959999,102.07,100.300003,101.010002,18790000,1.769997,101.3304763,101.9768,0,U
6/4/1971,101.010002,101.879997,100.43,101.300003,14400000,1.449997,101.2123813,102.0104,0,D
6/7/1971,101.300003,102.019997,100.550003,101.089996,13800000,1.469994,101.1104762,102.0399999,0,D
6/8/1971,101.089996,101.5,99.910004,100.32,13610000,1.589996,100.9890475,102.0473999,0,D
6/9/1971,100.32,100.970001,99.279999,100.290001,14250000,1.690002,100.890476,102.0526,0,U
6/10/1971,100.290001,101.230003,99.779999,100.639999,12450000,1.450004,100.7961901,102.0601999,0,U
6/11/1971,100.639999,101.709999,100.18,101.07,12270000,1.529999,100.7090472,102.0753999,0,D
6/14/1971,101.07,101.279999,99.779999,100.220001,11530000,1.5,100.5914281,102.072,0,U
6/15/1971,100.220001,101.099998,99.449997,100.32,13550000,1.650001,100.5014281,102.0672,0,U
6/16/1971,100.32,101.290001,99.68,100.519997,14300000,1.610001,100.4933327,102.0617999,0,D
6/17/1971,100.519997,101.370003,99.870003,100.5,13980000,1.5,100.4776183,102.0415999,0,D
6/18/1971,100.5,100.629997,98.650002,98.970001,15040000,1.979995,100.3776183,101.9813999,0,D
6/21/1971,98.970001,99.18,97.220001,97.870003,16490000,1.959999,100.213809,101.8968,0,D
6/22/1971,97.870003,98.660004,96.919998,97.589996,15200000,1.740006,100.0519042,101.7909999,0,U
6/23/1971,97.589996,98.949997,97.360001,98.410004,12640000,1.589996,99.96999976,101.6996,0,D
6/24/1971,98.410004,99,97.589996,98.129997,11360000,1.410004,99.90619005,101.5947998,0,D
6/25/1971,98.129997,98.660004,97.330002,97.989998,10580000,1.330002,99.82999967,101.4841999,0,D
6/28/1971,97.989998,98.480003,97.019997,97.739998,9810000,1.460006,99.75095186,101.3691999,0,U
6/29/1971,97.739998,99.389999,97.610001,98.82,14460000,1.779998,99.71238057,101.2653998,0,D
6/30/1971,98.82,100.290001,98.68,98.699997,15410000,1.610001,99.640952,101.1671997,0,U
7/1/1971,99.160004,100.650002,99.160004,99.779999,13090000,1.489998,99.58476152,101.0955997,0,D
7/2/1971,99.779999,100.309998,99.089996,99.779999,9960000,1.220002,99.52618995,101.0199997,0,D
7/6/1971,99.779999,100.349998,99.099998,99.760002,10440000,1.25,99.45285657,100.9341997,0,U
7/7/1971,99.760002,100.830002,99.25,100.040001,14520000,1.580002,99.40285681,100.8561997,0,U
